SYSTEM,SITE,ENBID,ENBNAME,SITE_NAME,CID,CELL_NAME,LAT,LONG,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI0372,500322,CBI0372-L23,BANNAPA,12,L23-CBI0372-2A,13.3998,101.029,345,30,33161,39050,380,520,17
LTE,CBI0372,500322,CBI0372-L23,BANNAPA,13,L23-CBI0372-3A,13.3998,101.029,345,30,33161,39248,380,520,17
LTE,CBI0372,500322,CBI0372-L23,BANNAPA,11,L23-CBI0372-1A,13.3998,101.029,345,30,33161,38852,380,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,11,L23-CBI0308-1A,13.36330455,100.9956342,0,30,33161,38852,284,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,12,L23-CBI0308-2A,13.36330455,100.9956342,0,30,33161,39050,284,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,13,L23-CBI0308-3A,13.36330455,100.9956342,0,30,33161,39248,284,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,22,L23-CBI0308-2B,13.36330455,100.9956342,60,30,33161,39050,282,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,23,L23-CBI0308-3B,13.36330455,100.9956342,60,30,33161,39248,282,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,21,L23-CBI0308-1B,13.36330455,100.9956342,60,30,33161,38852,282,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,31,L23-CBI0308-1C,13.36330455,100.9956342,120,30,33161,38852,283,520,17
LTE,CBI0372,500322,CBI0372-L23,BANNAPA,21,L23-CBI0372-1B,13.3998,101.029,50,30,33161,38852,379,520,17
LTE,CBI0372,500322,CBI0372-L23,BANNAPA,31,L23-CBI0372-1C,13.3998,101.029,170,30,33161,38852,378,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,32,L23-CBI0308-2C,13.36330455,100.9956342,120,30,33161,39050,283,520,17
LTE,CBI0308,500302,CBI0308-L23,SOIMARY,33,L23-CBI0308-3C,13.36330455,100.9956342,120,30,33161,39248,283,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,11,L23-CBI0392-1A,13.26616411,100.9400045,30,30,33162,38852,329,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,12,L23-CBI0392-2A,13.26616411,100.9400045,30,30,33162,39050,329,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,13,L23-CBI0392-3A,13.26616411,100.9400045,30,30,33162,39248,329,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,22,L23-CBI0392-2B,13.26616411,100.9400045,90,30,33162,39050,328,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,23,L23-CBI0392-3B,13.26616411,100.9400045,90,30,33162,39248,328,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,21,L23-CBI0392-1B,13.26616411,100.9400045,90,30,33162,38852,328,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,31,L23-CBI0392-1C,13.26616411,100.9400045,150,30,33162,38852,327,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,32,L23-CBI0392-2C,13.26616411,100.9400045,150,30,33162,39050,327,520,17
LTE,CBI0392,500327,CBI0392-L23,PACIFICHOME,33,L23-CBI0392-3C,13.26616411,100.9400045,150,30,33162,39248,327,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,12,L23-CBI0444-2A,13.30225,100.933772,310,30,33162,39050,427,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,13,L23-CBI0444-3A,13.30225,100.933772,310,30,33162,39248,427,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,11,L23-CBI0444-1A,13.30225,100.933772,310,30,33162,38852,427,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,21,L23-CBI0444-1B,13.30225,100.933772,70,30,33162,38852,414,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,22,L23-CBI0444-2B,13.30225,100.933772,70,30,33162,39050,414,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,23,L23-CBI0444-3B,13.30225,100.933772,70,30,33162,39248,414,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,32,L23-CBI0444-2C,13.30225,100.933772,150,30,33162,39050,415,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,33,L23-CBI0444-3C,13.30225,100.933772,150,30,33162,39248,415,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,31,L23-CBI0444-1C,13.30225,100.933772,150,30,33162,38852,415,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,41,L23-CBI0444-1D,13.30225,100.933772,210,30,33162,38852,416,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,42,L23-CBI0444-2D,13.30225,100.933772,210,30,33162,39050,416,520,17
LTE,CBI0444,500353,CBI0444-L23,MITSUMPUNRDSOI20,43,L23-CBI0444-3D,13.30225,100.933772,210,30,33162,39248,416,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,11,L23-CBI0599-1A,13.299166,100.906111,310,30,33162,38852,306,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,12,L23-CBI0599-2A,13.299166,100.906111,310,30,33162,39050,306,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,13,L23-CBI0599-3A,13.299166,100.906111,310,30,33162,39248,306,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,22,L23-CBI0599-2B,13.299166,100.906111,150,30,33162,39050,307,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,23,L23-CBI0599-3B,13.299166,100.906111,150,30,33162,39248,307,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,21,L23-CBI0599-1B,13.299166,100.906111,150,30,33162,38852,307,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,31,L23-CBI0599-1C,13.299166,100.906111,240,30,33162,38852,308,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,32,L23-CBI0599-2C,13.299166,100.906111,240,30,33162,39050,308,520,17
LTE,CBI0599,500414,CBI0599-L23,BANGSAEN BAECH_POLICE STATION,33,L23-CBI0599-3C,13.299166,100.906111,240,30,33162,39248,308,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,11,L23-CBI0608-1A,13.33348,101.0218,30,30,33163,38852,56,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,12,L23-CBI0608-2A,13.33348,101.0218,30,30,33163,39050,56,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,13,L23-CBI0608-3A,13.33348,101.0218,30,30,33163,39248,56,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,22,L23-CBI0608-2B,13.33348,101.0218,120,30,33163,39050,54,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,23,L23-CBI0608-3B,13.33348,101.0218,120,30,33163,39248,54,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,21,L23-CBI0608-1B,13.33348,101.0218,120,30,33163,38852,54,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,31,L23-CBI0608-1C,13.33348,101.0218,270,30,33163,38852,55,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,32,L23-CBI0608-2C,13.33348,101.0218,270,30,33163,39050,55,520,17
LTE,CBI0608,500421,CBI0608-L23,GRAND CHON PARK,33,L23-CBI0608-3C,13.33348,101.0218,270,30,33163,39248,55,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,11,L23-CBI0642-1A,13.408888,100.988333,20,30,33161,38852,326,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,12,L23-CBI0642-2A,13.408888,100.988333,20,30,33161,39050,326,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,13,L23-CBI0642-3A,13.408888,100.988333,20,30,33161,39248,326,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,22,L23-CBI0642-2B,13.408888,100.988333,80,30,33161,39050,324,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,23,L23-CBI0642-3B,13.408888,100.988333,80,30,33161,39248,324,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,21,L23-CBI0642-1B,13.408888,100.988333,80,30,33161,38852,324,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,31,L23-CBI0642-1C,13.408888,100.988333,120,30,33161,38852,325,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,32,L23-CBI0642-2C,13.408888,100.988333,120,30,33161,39050,325,520,17
LTE,CBI0642,500436,CBI0642-L23,CHONBURI TRANSPORT OFFICE,33,L23-CBI0642-3C,13.408888,100.988333,120,30,33161,39248,325,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,12,L23-CBI0765-2A,13.319166,100.97,330,30,33162,39050,36,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,13,L23-CBI0765-3A,13.319166,100.97,330,30,33162,39248,36,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,31,L23-CBI0794-1C,13.3212,100.95409,150,30,33162,38852,9,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,32,L23-CBI0794-2C,13.3212,100.95409,150,30,33162,39050,9,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,33,L23-CBI0794-3C,13.3212,100.95409,150,30,33162,39248,9,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,11,L23-CBI0765-1A,13.319166,100.97,330,30,33162,38852,36,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,21,L23-CBI0765-1B,13.319166,100.97,120,30,33162,38852,38,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,22,L23-CBI0765-2B,13.319166,100.97,120,30,33162,39050,38,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,23,L23-CBI0765-3B,13.319166,100.97,120,30,33162,39248,38,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,32,L23-CBI0765-2C,13.319166,100.97,230,30,33162,39050,37,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,33,L23-CBI0765-3C,13.319166,100.97,230,30,33162,39248,37,520,17
LTE,CBI0765,500464,CBI0765-L23,SOI KHIRI NAKHON 3,31,L23-CBI0765-1C,13.319166,100.97,230,30,33162,38852,37,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,11,L23-CBI0779-1A,13.3363,100.9439,10,30,33162,38852,252,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,12,L23-CBI0779-2A,13.3363,100.9439,10,30,33162,39050,252,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,13,L23-CBI0779-3A,13.3363,100.9439,10,30,33162,39248,252,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,22,L23-CBI0779-2B,13.3363,100.9439,140,30,33162,39050,253,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,23,L23-CBI0779-3B,13.3363,100.9439,140,30,33162,39248,253,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,21,L23-CBI0779-1B,13.3363,100.9439,140,30,33162,38852,253,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,31,L23-CBI0779-1C,13.3363,100.9439,220,30,33162,38852,254,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,32,L23-CBI0779-2C,13.3363,100.9439,220,30,33162,39050,254,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,33,L23-CBI0779-3C,13.3363,100.9439,220,30,33162,39248,254,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,42,L23-CBI0779-2D,13.3363,100.9439,280,30,33162,39050,82,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,43,L23-CBI0779-3D,13.3363,100.9439,280,30,33162,39248,82,520,17
LTE,CBI0779,500468,CBI0779-L23,SOI NATMONTA SEWI 3,41,L23-CBI0779-1D,13.3363,100.9439,280,30,33162,38852,82,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,11,L23-CBI0794-1A,13.3212,100.95409,20,30,33162,38852,11,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,12,L23-CBI0794-2A,13.3212,100.95409,20,30,33162,39050,11,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,13,L23-CBI0794-3A,13.3212,100.95409,20,30,33162,39248,11,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,22,L23-CBI0794-2B,13.3212,100.95409,80,30,33162,39050,10,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,23,L23-CBI0794-3B,13.3212,100.95409,80,30,33162,39248,10,520,17
LTE,CBI0794,500470,CBI0794-L23,WAT SAMET,21,L23-CBI0794-1B,13.3212,100.95409,80,30,33162,38852,10,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,12,L23-CBI0813-2A,13.33925,100.95133,30,30,33162,39050,184,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,13,L23-CBI0813-3A,13.33925,100.95133,30,30,33162,39248,184,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,11,L23-CBI0813-1A,13.33925,100.95133,30,30,33162,38852,184,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,21,L23-CBI0813-1B,13.33925,100.95133,130,30,33162,38852,183,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,22,L23-CBI0813-2B,13.33925,100.95133,130,30,33162,39050,183,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,23,L23-CBI0813-3B,13.33925,100.95133,130,30,33162,39248,183,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,32,L23-CBI0813-2C,13.33925,100.95133,210,30,33162,39050,185,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,33,L23-CBI0813-3C,13.33925,100.95133,210,30,33162,39248,185,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,31,L23-CBI0813-1C,13.33925,100.95133,210,30,33162,38852,185,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,41,L23-CBI0813-1D,13.33925,100.95133,295,30,33162,38852,24,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,42,L23-CBI0813-2D,13.33925,100.95133,295,30,33162,39050,24,520,17
LTE,CBI0813,500473,CBI0813-L23,YAK NINJA,43,L23-CBI0813-3D,13.33925,100.95133,295,30,33162,39248,24,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,13,L23-CBI0100-3A,13.282222,100.918888,0,30,33162,39248,90,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,12,L23-CBI0100-2A,13.282222,100.918888,0,30,33162,39050,90,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,11,L23-CBI0100-1A,13.282222,100.918888,0,30,33162,38852,90,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,21,L23-CBI0100-1B,13.282222,100.918888,60,30,33162,38852,334,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,22,L23-CBI0100-2B,13.282222,100.918888,60,30,33162,39050,334,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,23,L23-CBI0100-3B,13.282222,100.918888,60,30,33162,39248,334,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,33,L23-CBI0100-3C,13.282222,100.918888,120,30,33162,39248,333,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,32,L23-CBI0100-2C,13.282222,100.918888,120,30,33162,39050,333,520,17
LTE,CBI0100,500169,CBI0100-L23,HADWONNAPA,31,L23-CBI0100-1C,13.282222,100.918888,120,30,33162,38852,333,520,17
LTE,RM-CBI0100/D,500169,CBI0100-L23,HADWONNAPA,41,L23-CBI0100-1D,13.285132,100.921141,170,30,33162,38852,335,520,17
LTE,RM-CBI0100/D,500169,CBI0100-L23,HADWONNAPA,42,L23-CBI0100-2D,13.285132,100.921141,170,30,33162,39050,335,520,17
LTE,RM-CBI0100/D,500169,CBI0100-L23,HADWONNAPA,43,L23-CBI0100-3D,13.285132,100.921141,170,30,33162,39248,335,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,12,L23-CBI0205-2A,13.44546,101.054664,0,30,33163,39050,139,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,13,L23-CBI0205-3A,13.44546,101.054664,0,30,33163,39248,139,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,11,L23-CBI0205-1A,13.44546,101.054664,0,30,33163,38852,139,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,21,L23-CBI0205-1B,13.44546,101.054664,70,30,33163,38852,138,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,22,L23-CBI0205-2B,13.44546,101.054664,70,30,33163,39050,138,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,23,L23-CBI0205-3B,13.44546,101.054664,70,30,33163,39248,138,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,32,L23-CBI0205-2C,13.44546,101.054664,30,30,33163,39050,220,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,33,L23-CBI0205-3C,13.44546,101.054664,30,30,33163,39248,220,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,31,L23-CBI0205-1C,13.44546,101.054664,30,30,33163,38852,220,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,41,L23-CBI0205-1D,13.44546,101.054664,190,30,33163,38852,140,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,42,L23-CBI0205-2D,13.44546,101.054664,190,30,33163,39050,140,520,17
LTE,CBI0205,500234,CBI0205-L23,BRIDGESTONS AMATA,43,L23-CBI0205-3D,13.44546,101.054664,190,30,33163,39248,140,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,11,L23-CBI0025-1A,13.34381676,101.0361101,350,30,33163,38852,429,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,12,L23-CBI0025-2A,13.34381676,101.0361101,350,30,33163,39050,429,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,13,L23-CBI0025-3A,13.34381676,101.0361101,350,30,33163,39248,429,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,22,L23-CBI0025-2B,13.34381676,101.0361101,55,30,33163,39050,431,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,23,L23-CBI0025-3B,13.34381676,101.0361101,55,30,33163,39248,431,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,21,L23-CBI0025-1B,13.34381676,101.0361101,55,30,33163,38852,431,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,31,L23-CBI0025-1C,13.34381676,101.0361101,100,30,33163,38852,430,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,32,L23-CBI0025-2C,13.34381676,101.0361101,100,30,33163,39050,430,520,17
LTE,CBI0025,500113,CBI0025-L23,BETWEEN_CBI_BAN,33,L23-CBI0025-3C,13.34381676,101.0361101,100,30,33163,39248,430,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,12,L23-CBI0170-2A,13.36920117,101.0378149,330,30,33163,39050,341,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,13,L23-CBI0170-3A,13.36920117,101.0378149,330,30,33163,39248,341,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,11,L23-CBI0170-1A,13.36920117,101.0378149,330,30,33163,38852,341,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,21,L23-CBI0170-1B,13.36920117,101.0378149,60,30,33163,38852,336,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,22,L23-CBI0170-2B,13.36920117,101.0378149,60,30,33163,39050,336,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,23,L23-CBI0170-3B,13.36920117,101.0378149,60,30,33163,39248,336,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,32,L23-CBI0170-2C,13.36920117,101.0378149,130,30,33163,39050,338,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,33,L23-CBI0170-3C,13.36920117,101.0378149,130,30,33163,39248,338,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,31,L23-CBI0170-1C,13.36920117,101.0378149,130,30,33163,38852,338,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,41,L23-CBI0170-1D,13.36920117,101.0378149,210,30,33163,38852,337,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,42,L23-CBI0170-2D,13.36920117,101.0378149,210,30,33163,39050,337,520,17
LTE,CBI0170,500209,CBI0170-L23,BANNAKHAEN,43,L23-CBI0170-3D,13.36920117,101.0378149,210,30,33163,39248,337,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,12,L23-CBI0186-2A,13.41557847,101.0384957,0,30,33163,39050,128,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,13,L23-CBI0186-3A,13.41557847,101.0384957,0,30,33163,39248,128,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,11,L23-CBI0186-1A,13.41557847,101.0384957,0,30,33163,38852,128,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,21,L23-CBI0186-1B,13.41557847,101.0384957,120,30,33163,38852,126,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,22,L23-CBI0186-2B,13.41557847,101.0384957,120,30,33163,39050,126,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,23,L23-CBI0186-3B,13.41557847,101.0384957,120,30,33163,39248,126,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,32,L23-CBI0186-2C,13.41557847,101.0384957,240,30,33163,39050,127,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,33,L23-CBI0186-3C,13.41557847,101.0384957,240,30,33163,39248,127,520,17
LTE,CBI0186,500221,CBI0186-L23,BANDONHUALOR,31,L23-CBI0186-1C,13.41557847,101.0384957,240,30,33163,38852,127,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,11,L23-CBI0231-1A,13.36889792,101.020796,0,30,33163,38852,344,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,12,L23-CBI0231-2A,13.36889792,101.020796,0,30,33163,39050,344,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,13,L23-CBI0231-3A,13.36889792,101.020796,0,30,33163,39248,344,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,22,L23-CBI0231-2B,13.36889792,101.020796,90,30,33163,39050,342,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,23,L23-CBI0231-3B,13.36889792,101.020796,90,30,33163,39248,342,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,21,L23-CBI0231-1B,13.36889792,101.020796,90,30,33163,38852,342,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,31,L23-CBI0231-1C,13.36889792,101.020796,180,30,33163,38852,343,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,32,L23-CBI0231-2C,13.36889792,101.020796,180,30,33163,39050,343,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,33,L23-CBI0231-3C,13.36889792,101.020796,180,30,33163,39248,343,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,42,L23-CBI0231-2D,13.36889792,101.020796,270,30,33163,39050,288,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,43,L23-CBI0231-3D,13.36889792,101.020796,270,30,33163,39248,288,520,17
LTE,CBI0231,500253,CBI0231-L23,BYPASS_CHONBURI,41,L23-CBI0231-1D,13.36889792,101.020796,270,30,33163,38852,288,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,11,L23-CBI0232-1A,13.42905602,101.0414808,30,30,33163,38852,97,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,12,L23-CBI0232-2A,13.42905602,101.0414808,30,30,33163,39050,97,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,13,L23-CBI0232-3A,13.42905602,101.0414808,30,30,33163,39248,97,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,22,L23-CBI0232-2B,13.42905602,101.0414808,110,30,33163,39050,96,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,23,L23-CBI0232-3B,13.42905602,101.0414808,110,30,33163,39248,96,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,21,L23-CBI0232-1B,13.42905602,101.0414808,110,30,33163,38852,96,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,31,L23-CBI0232-1C,13.42905602,101.0414808,210,30,33163,38852,98,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,32,L23-CBI0232-2C,13.42905602,101.0414808,210,30,33163,39050,98,520,17
LTE,CBI0232,500254,CBI0232-L23,GRAND_TUANGTHONG,33,L23-CBI0232-3C,13.42905602,101.0414808,210,30,33163,39248,98,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,12,L23-CBI0238-2A,13.44801512,101.0465755,0,30,33163,39050,264,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,13,L23-CBI0238-3A,13.44801512,101.0465755,0,30,33163,39248,264,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,11,L23-CBI0238-1A,13.44801512,101.0465755,0,30,33163,38852,264,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,21,L23-CBI0238-1B,13.44801512,101.0465755,70,30,33163,38852,266,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,22,L23-CBI0238-2B,13.44801512,101.0465755,70,30,33163,39050,266,520,17
LTE,CBI0238,500257,CBI0238-L23,AMATA_PHASE7,23,L23-CBI0238-3B,13.44801512,101.0465755,70,30,33163,39248,266,520,17
