SYSTEM,SITE,LAT,LON,CELL_NAME,CID,DIR,ANT_BW,LAC,MCC,MNC,EUARFCN,PCI
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-1C,176,180,30,36254,520,17,38852,207
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-2C,186,180,30,36254,520,17,39050,207
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-3C,196,180,30,36254,520,17,39248,207
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-1A,11,330,30,36254,520,17,38852,340
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-2A,12,330,30,36254,520,17,39050,340
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-3A,13,330,30,36254,520,17,39248,340
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-1B,21,50,30,36254,520,17,38852,336
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-2B,22,50,30,36254,520,17,39050,336
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-3B,23,50,30,36254,520,17,39248,336
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-1C,31,110,30,36254,520,17,38852,179
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-2C,32,110,30,36254,520,17,39050,179
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-3C,33,110,30,36254,520,17,39248,179
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-1D,41,170,30,36254,520,17,38852,337
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-2D,42,170,30,36254,520,17,39050,337
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-3D,43,170,30,36254,520,17,39248,337
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-1A,11,40,30,36254,520,17,38852,344
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-2A,12,40,30,36254,520,17,39050,344
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-3A,13,40,30,36254,520,17,39248,344
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-1B,21,100,30,36254,520,17,38852,343
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-2B,22,100,30,36254,520,17,39050,343
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-3B,23,100,30,36254,520,17,39248,343
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-1C,31,160,30,36254,520,17,38852,342
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-2C,32,160,30,36254,520,17,39050,342
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-3C,33,160,30,36254,520,17,39248,342
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-1A,11,0,30,36254,520,17,38852,364
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-2A,12,0,30,36254,520,17,39050,364
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-3A,13,0,30,36254,520,17,39248,364
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-1B,21,60,30,36254,520,17,38852,362
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-2B,22,60,30,36254,520,17,39050,362
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-3B,23,60,30,36254,520,17,39248,362
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-1C,31,90,30,36254,520,17,38852,361
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-2C,32,90,30,36254,520,17,39050,361
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-3C,33,90,30,36254,520,17,39248,361
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-1D,41,150,30,36254,520,17,38852,80
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-2D,42,150,30,36254,520,17,39050,80
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-3D,43,150,30,36254,520,17,39248,80
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1A,11,0,30,36254,520,17,38852,28
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2A,12,0,30,36254,520,17,39050,28
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3A,13,0,30,36254,520,17,39248,28
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1B,21,65,30,36254,520,17,38852,302
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2B,22,65,30,36254,520,17,39050,302
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3B,23,65,30,36254,520,17,39248,302
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1C,31,125,30,36254,520,17,38852,126
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2C,32,125,30,36254,520,17,39050,126
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3C,33,125,30,36254,520,17,39248,126
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1D,41,155,30,36254,520,17,38852,127
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2D,42,155,30,36254,520,17,39050,127
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3D,43,155,30,36254,520,17,39248,127
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-1A,11,20,30,36254,520,17,38852,346
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-2A,12,20,30,36254,520,17,39050,346
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-3A,13,20,30,36254,520,17,39248,346
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-1B,21,140,30,36254,520,17,38852,347
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-2B,22,140,30,36254,520,17,39050,347
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-3B,23,140,30,36254,520,17,39248,347
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-1C,31,230,30,36254,520,17,38852,345
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-2C,32,230,30,36254,520,17,39050,345
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-3C,33,230,30,36254,520,17,39248,345
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-1A,11,315,30,36254,520,17,38852,291
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-2A,12,315,30,36254,520,17,39050,291
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-3A,13,315,30,36254,520,17,39248,291
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-1B,21,75,30,36254,520,17,38852,49
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-2B,22,75,30,36254,520,17,39050,49
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-3B,23,75,30,36254,520,17,39248,49
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-1C,31,150,30,36254,520,17,38852,48
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-2C,32,150,30,36254,520,17,39050,48
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-3C,33,150,30,36254,520,17,39248,48
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-1D,41,220,30,36254,520,17,38852,50
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-2D,42,220,30,36254,520,17,39050,50
LTE,SKA0323,7.1427,100.589672,L23-SKA0323-3D,43,220,30,36254,520,17,39248,50
LTE,SKA0397,7.16075,100.593,L23-SKA0397-1A,11,10,30,36254,520,17,38852,10
LTE,SKA0397,7.16075,100.593,L23-SKA0397-2A,12,10,30,36254,520,17,39050,10
LTE,SKA0397,7.16075,100.593,L23-SKA0397-3A,13,10,30,36254,520,17,39248,10
LTE,SKA0397,7.16075,100.593,L23-SKA0397-1B,21,180,30,36254,520,17,38852,11
LTE,SKA0397,7.16075,100.593,L23-SKA0397-2B,22,180,30,36254,520,17,39050,11
LTE,SKA0397,7.16075,100.593,L23-SKA0397-3B,23,180,30,36254,520,17,39248,11
LTE,SKA0397,7.16075,100.593,L23-SKA0397-1C,31,290,30,36254,520,17,38852,9
LTE,SKA0397,7.16075,100.593,L23-SKA0397-2C,32,290,30,36254,520,17,39050,9
LTE,SKA0397,7.16075,100.593,L23-SKA0397-3C,33,290,30,36254,520,17,39248,9
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-1A,11,350,30,36254,520,17,38852,232
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-2A,12,350,30,36254,520,17,39050,232
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-3A,13,350,30,36254,520,17,39248,232
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-2B,22,70,30,36254,520,17,39050,237
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-3B,23,70,30,36254,520,17,39248,237
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-1B,21,70,30,36254,520,17,38852,237
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-1C,31,120,30,36254,520,17,38852,238
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-2C,32,120,30,36254,520,17,39050,238
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-3C,33,120,30,36254,520,17,39248,238
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-2D,42,230,30,36254,520,17,39050,239
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-3D,43,230,30,36254,520,17,39248,239
LTE,SKA0601,7.17012,100.5949,L23-SKA0601-1D,41,230,30,36254,520,17,38852,239
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-1A,11,335,30,36254,520,17,38852,27
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-2A,12,335,30,36254,520,17,39050,27
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-3A,13,335,30,36254,520,17,39248,27
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-3B,23,75,30,36254,520,17,39248,256
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-2B,22,75,30,36254,520,17,39050,256
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-1B,21,75,30,36254,520,17,38852,256
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-1C,31,140,30,36254,520,17,38852,255
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-2C,32,140,30,36254,520,17,39050,255
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-3C,33,140,30,36254,520,17,39248,255
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-3D,43,250,30,36254,520,17,39248,257
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-2D,42,250,30,36254,520,17,39050,257
LTE,SKA0588,7.13663,100.62058,L23-SKA0588-1D,41,250,30,36254,520,17,38852,257
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-1A,11,320,30,36254,520,17,38852,77
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-2A,12,320,30,36254,520,17,39050,77
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-3A,13,320,30,36254,520,17,39248,77
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-1B,21,150,30,36254,520,17,38852,75
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-2B,22,150,30,36254,520,17,39050,75
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-3B,23,150,30,36254,520,17,39248,75
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-1C,31,250,30,36254,520,17,38852,76
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-2C,32,250,30,36254,520,17,39050,76
LTE,SKA0580,7.15037,100.63931,L23-SKA0580-3C,33,250,30,36254,520,17,39248,76
LTE,SKA0277,7.159668,100.602781,L23-SKA0277-1D,41,280,30,36254,520,17,38852,378
LTE,SKA0277,7.159668,100.602781,L23-SKA0277-2D,42,280,30,36254,520,17,39050,378
LTE,SKA0277,7.159668,100.602781,L23-SKA0277-3D,43,280,30,36254,520,17,39248,378
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1E,51,215,30,36254,520,17,38852,123
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2E,52,215,30,36254,520,17,39050,123
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3E,53,215,30,36254,520,17,39248,123
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-1F,61,265,30,36254,520,17,38852,52
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-2F,62,265,30,36254,520,17,39050,52
LTE,SKA0034,7.170288,100.611514,L23-SKA0034-3F,63,265,30,36254,520,17,39248,52
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-1D,177,280,30,36254,520,17,38852,116
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-2D,187,280,30,36254,520,17,39050,116
LTE,SKA0283,7.15436216,100.6014817,L23-SKA0283-3D,197,280,30,36254,520,17,39248,116
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-1D,41,290,30,36254,520,17,38852,37
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-2D,42,290,30,36254,520,17,39050,37
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-3D,43,290,30,36254,520,17,39248,37
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-1E,51,320,30,36254,520,17,38852,252
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-2E,52,320,30,36254,520,17,39050,252
LTE,SKA0127,7.1627808,100.61211,L23-SKA0127-3E,53,320,30,36254,520,17,39248,252
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-1D,41,285,30,36254,520,17,38852,19
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-2D,42,285,30,36254,520,17,39050,19
LTE,SKA0354,7.17933,100.61944,L23-SKA0354-3D,43,285,30,36254,520,17,39248,19
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-1A,11,50,30,36254,520,17,38852,420
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-2A,12,50,30,36254,520,17,39050,420
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-3A,13,50,30,36254,520,17,39248,420
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-1B,21,190,30,36254,520,17,38852,422
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-2B,22,190,30,36254,520,17,39050,422
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-3B,23,190,30,36254,520,17,39248,422
