SYSTEM,SITE,ENBID,ENBNAME,SITE_NAME,CID,CELL_NAME,LAT,LON,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,11,L23-CBI1121-1A,13.069444,100.926111,40,30,33091,38852,116,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,12,L23-CBI1121-2A,13.069444,100.926111,40,30,33091,39050,116,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,13,L23-CBI1121-3A,13.069444,100.926111,40,30,33091,39248,116,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,22,L23-CBI1121-2B,13.069444,100.926111,180,30,33091,39050,114,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,23,L23-CBI1121-3B,13.069444,100.926111,180,30,33091,39248,114,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,21,L23-CBI1121-1B,13.069444,100.926111,180,30,33091,38852,114,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,31,L23-CBI1121-1C,13.069444,100.926111,270,30,33091,38852,115,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,32,L23-CBI1121-2C,13.069444,100.926111,270,30,33091,39050,115,520,17
LTE,CBI1121,500964,CBI1121-L23,KLONG BAN NA,33,L23-CBI1121-3C,13.069444,100.926111,270,30,33091,39248,115,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,11,L23-RYG0085-1A,12.688333,101.2525,325,30,33122,38852,147,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,12,L23-RYG0085-2A,12.688333,101.2525,325,30,33122,39050,147,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,13,L23-RYG0085-3A,12.688333,101.2525,325,30,33122,39248,147,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,22,L23-RYG0085-2B,12.688333,101.2525,50,30,33122,39050,155,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,23,L23-RYG0085-3B,12.688333,101.2525,50,30,33122,39248,155,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,21,L23-RYG0085-1B,12.688333,101.2525,50,30,33122,38852,155,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,31,L23-RYG0085-1C,12.688333,101.2525,100,30,33122,38852,153,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,32,L23-RYG0085-2C,12.688333,101.2525,100,30,33122,39050,153,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,33,L23-RYG0085-3C,12.688333,101.2525,100,30,33122,39248,153,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,42,L23-RYG0085-2D,12.688333,101.2525,160,30,33122,39050,154,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,43,L23-RYG0085-3D,12.688333,101.2525,160,30,33122,39248,154,520,17
LTE,RYG0085,500638,RYG0085-L23,KRUNGTHAIVILLA,41,L23-RYG0085-1D,12.688333,101.2525,160,30,33122,38852,154,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,11,L23-CBI1153-1A,13.505,101.238333,60,30,33033,38852,100,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,12,L23-CBI1153-2A,13.505,101.238333,60,30,33033,39050,100,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,32,L23-RYG0312-2C,12.78248,101.80776,180,30,33123,39050,283,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,33,L23-RYG0517-3C,12.703611,101.635833,190,30,33123,39248,102,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,13,L23-CBI1153-3A,13.505,101.238333,60,30,33033,39248,100,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,22,L23-CBI1153-2B,13.505,101.238333,140,30,33033,39050,101,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,23,L23-CBI1153-3B,13.505,101.238333,140,30,33033,39248,101,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,21,L23-CBI1153-1B,13.505,101.238333,140,30,33033,38852,101,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,31,L23-CBI1153-1C,13.505,101.238333,270,30,33033,38852,99,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,32,L23-CBI1153-2C,13.505,101.238333,270,30,33033,39050,99,520,17
LTE,CBI1153,501019,CBI1153-L23,SOI BAN NONG JOK 1,33,L23-CBI1153-3C,13.505,101.238333,270,30,33033,39248,99,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,12,L23-CBI0214-2A,13.406388,101.246666,0,30,33092,39050,126,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,13,L23-CBI0214-3A,13.406388,101.246666,0,30,33092,39248,126,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,11,L23-CBI0214-1A,13.406388,101.246666,0,30,33092,38852,126,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,21,L23-CBI0214-1B,13.406388,101.246666,120,30,33092,38852,128,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,22,L23-CBI0214-2B,13.406388,101.246666,120,30,33092,39050,128,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,23,L23-CBI0214-3B,13.406388,101.246666,120,30,33092,39248,128,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,32,L23-CBI0214-2C,13.406388,101.246666,240,30,33092,39050,127,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,33,L23-CBI0214-3C,13.406388,101.246666,240,30,33092,39248,127,520,17
LTE,CBI0214,501057,CBI0214-L23,BANNOENRAE,31,L23-CBI0214-1C,13.406388,101.246666,240,30,33092,38852,127,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,23,L23-RYG0312-3B,12.78248,101.80776,90,30,33123,39248,284,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,21,L23-RYG0312-1B,12.78248,101.80776,90,30,33123,38852,284,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,31,L23-RYG0312-1C,12.78248,101.80776,180,30,33123,38852,283,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,11,L23-CBI1091-1A,12.878888,100.928333,60,30,33083,38852,218,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,12,L23-CBI1091-2A,12.878888,100.928333,60,30,33083,39050,218,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,13,L23-CBI1091-3A,12.878888,100.928333,60,30,33083,39248,218,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,22,L23-CBI1091-2B,12.878888,100.928333,130,30,33083,39050,216,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,23,L23-CBI1091-3B,12.878888,100.928333,130,30,33083,39248,216,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,21,L23-CBI1091-1B,12.878888,100.928333,130,30,33083,38852,216,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,31,L23-CBI1091-1C,12.878888,100.928333,240,30,33083,38852,217,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,32,L23-CBI1091-2C,12.878888,100.928333,240,30,33083,39050,217,520,17
LTE,CBI1091,501196,CBI1091-L23,WAT INTARAM,33,L23-CBI1091-3C,12.878888,100.928333,240,30,33083,39248,217,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,11,L23-RYG0234-1A,12.971666,101.378611,0,30,33121,38852,151,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,12,L23-RYG0234-2A,12.971666,101.378611,0,30,33121,39050,151,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,13,L23-RYG0234-3A,12.971666,101.378611,0,30,33121,39248,151,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,22,L23-RYG0234-2B,12.971666,101.378611,120,30,33121,39050,150,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,23,L23-RYG0234-3B,12.971666,101.378611,120,30,33121,39248,150,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,21,L23-RYG0234-1B,12.971666,101.378611,120,30,33121,38852,150,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,31,L23-RYG0234-1C,12.971666,101.378611,210,30,33121,38852,152,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,32,L23-RYG0234-2C,12.971666,101.378611,210,30,33121,39050,152,520,17
LTE,CBI0927,501859,CBI0927B-L23,STUDENT ACTIVITY CENTER,133,L23-CBI0927-3M,13.275277,100.928333,100,30,33162,39248,262,520,17
LTE,CBI0927,501859,CBI0927B-L23,STUDENT ACTIVITY CENTER,142,L23-CBI0927-2N,13.275277,100.928333,320,30,33162,39050,120,520,17
LTE,CBI0927,501859,CBI0927B-L23,STUDENT ACTIVITY CENTER,143,L23-CBI0927-3N,13.275277,100.928333,320,30,33162,39248,120,520,17
LTE,CBI0927,501859,CBI0927B-L23,STUDENT ACTIVITY CENTER,141,L23-CBI0927-1N,13.275277,100.928333,320,30,33162,38852,120,520,17
LTE,CBI0929,501160,CBI0929-L23,STAFF RESIDENCE 3,51,L23-CBI0929-1E,13.272879,100.9289,270,30,33162,38852,138,520,17
LTE,CBI0929,501160,CBI0929-L23,STAFF RESIDENCE 3,52,L23-CBI0929-2E,13.272879,100.9289,270,30,33162,39050,138,520,17
LTE,CBI0929,501160,CBI0929-L23,STAFF RESIDENCE 3,53,L23-CBI0929-3E,13.272879,100.9289,270,30,33162,39248,138,520,17
LTE,CBI1239,501703,CBI1239-L23,BANG SEAN LANG SOI 12/1,11,L23-CBI1239-1A,13.27262,100.92382,340,30,33162,38852,233,520,17
LTE,CBI1239,501703,CBI1239-L23,BANG SEAN LANG SOI 12/1,12,L23-CBI1239-2A,13.27262,100.92382,340,30,33162,39050,233,520,17
LTE,CBI1239,501703,CBI1239-L23,BANG SEAN LANG SOI 12/1,13,L23-CBI1239-3A,13.27262,100.92382,340,30,33162,39248,233,520,17
LTE,CBI1239,501703,CBI1239-L23,BANG SEAN LANG SOI 12/1,22,L23-CBI1239-2B,13.27262,100.92382,140,30,33162,39050,193,520,17
LTE,CBI1239,501703,CBI1239-L23,BANG SEAN LANG SOI 12/1,23,L23-CBI1239-3B,13.27262,100.92382,140,30,33162,39248,193,520,17
LTE,CBI0607,501108,CBI0607-L23,BANBUNG,22,L23-CBI0607-2B,13.2749,101.1258,140,30,33163,39050,122,520,17
LTE,CBI0607,501108,CBI0607-L23,BANBUNG,23,L23-CBI0607-3B,13.2749,101.1258,140,30,33163,39248,122,520,17
LTE,CBI0607,501108,CBI0607-L23,BANBUNG,21,L23-CBI0607-1B,13.2749,101.1258,140,30,33163,38852,122,520,17
LTE,RYG0234,501284,RYG0234-L23,KHLONGNAMDAENG,33,L23-RYG0234-3C,12.971666,101.378611,210,30,33121,39248,152,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,42,L23-RYG0312-2D,12.78248,101.80776,280,30,33123,39050,356,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,43,L23-RYG0312-3D,12.78248,101.80776,280,30,33123,39248,356,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,41,L23-RYG0312-1D,12.78248,101.80776,280,30,33123,38852,356,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,11,L23-CBI0975-1A,13.071111,101.089166,320,30,33092,38852,340,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,12,L23-CBI0975-2A,13.071111,101.089166,320,30,33092,39050,340,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,13,L23-CBI0975-3A,13.071111,101.089166,320,30,33092,39248,340,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,22,L23-CBI0975-2B,13.071111,101.089166,80,30,33092,39050,341,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,23,L23-CBI0975-3B,13.071111,101.089166,80,30,33092,39248,341,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,21,L23-CBI0975-1B,13.071111,101.089166,80,30,33092,38852,341,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,31,L23-CBI0975-1C,13.071111,101.089166,200,30,33092,38852,339,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,32,L23-CBI0975-2C,13.071111,101.089166,200,30,33092,39050,339,520,17
LTE,CBI0975,501170,CBI0975-L23,SANGCHAROENEASTERN GALVANIZE,33,L23-CBI0975-3C,13.071111,101.089166,200,30,33092,39248,339,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,11,L23-RYG0312-1A,12.78248,101.80776,0,30,33123,38852,282,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,12,L23-RYG0312-2A,12.78248,101.80776,0,30,33123,39050,282,520,17
LTE,RYG0312,501487,RYG0312-L23,SAMYAK KONGDIN,13,L23-RYG0312-3A,12.78248,101.80776,0,30,33123,39248,282,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,11,L23-CBI0981-1A,13.4075,101.045555,30,30,33163,38852,281,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,12,L23-CBI0981-2A,13.4075,101.045555,30,30,33163,39050,281,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,13,L23-CBI0981-3A,13.4075,101.045555,30,30,33163,39248,281,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,22,L23-CBI0981-2B,13.4075,101.045555,50,30,33163,39050,279,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,23,L23-CBI0981-3B,13.4075,101.045555,50,30,33163,39248,279,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,21,L23-CBI0981-1B,13.4075,101.045555,50,30,33163,38852,279,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,31,L23-CBI0981-1C,13.4075,101.045555,110,30,33163,38852,200,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,32,L23-CBI0981-2C,13.4075,101.045555,110,30,33163,39050,200,520,17
LTE,CBI0981,501172,CBI0981-L23,PARINDA VILLAGE,33,L23-CBI0981-3C,13.4075,101.045555,110,30,33163,39248,200,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,11,L23-RYG0637-1A,12.692777,101.252777,70,30,33122,38852,336,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,12,L23-RYG0637-2A,12.692777,101.252777,70,30,33122,39050,336,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,13,L23-RYG0637-3A,12.692777,101.252777,70,30,33122,39248,336,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,22,L23-RYG0637-2B,12.692777,101.252777,180,30,33122,39050,337,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,23,L23-RYG0637-3B,12.692777,101.252777,180,30,33122,39248,337,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,21,L23-RYG0637-1B,12.692777,101.252777,180,30,33122,38852,337,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,31,L23-RYG0637-1C,12.692777,101.252777,280,30,33122,38852,338,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,32,L23-RYG0637-2C,12.692777,101.252777,280,30,33122,39050,338,520,17
LTE,RYG0637,501342,RYG0637-L23,BAN THUNG TANOT,33,L23-RYG0637-3C,12.692777,101.252777,280,30,33122,39248,338,520,17
LTE,RYG0140,501272,RYG0140-L23,BANNONGRAI,11,L23-RYG0140-1A,13.005555,101.36,340,30,33121,38852,412,520,17
LTE,CBI0115,501054,CBI0115-L23,SHUM_NUM_POK_FA,13,L23-CBI0115-3A,13.400277,101.405277,0,30,33073,39248,71,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,12,L23-RYG0505-2A,12.814722,101.340555,10,30,33122,39050,409,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,13,L23-RYG0505-3A,12.814722,101.340555,10,30,33122,39248,409,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,11,L23-RYG0505-1A,12.814722,101.340555,10,30,33122,38852,409,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,21,L23-RYG0505-1B,12.814722,101.340555,100,30,33122,38852,408,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,22,L23-RYG0505-2B,12.814722,101.340555,100,30,33122,39050,408,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,23,L23-RYG0505-3B,12.814722,101.340555,100,30,33122,39248,408,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,32,L23-RYG0505-2C,12.814722,101.340555,190,30,33122,39050,410,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,33,L23-RYG0505-3C,12.814722,101.340555,190,30,33122,39248,410,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,12,L23-RYG0517-2A,12.703611,101.635833,10,30,33123,39050,104,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,13,L23-RYG0517-3A,12.703611,101.635833,10,30,33123,39248,104,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,11,L23-RYG0517-1A,12.703611,101.635833,10,30,33123,38852,104,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,31,L23-RYG0505-1C,12.814722,101.340555,190,30,33122,38852,410,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,41,L23-RYG0505-1D,12.814722,101.340555,280,30,33122,38852,366,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,42,L23-RYG0505-2D,12.814722,101.340555,280,30,33122,39050,366,520,17
LTE,RYG0505,501608,RYG0505-L23,KLONG_MAFEUNG,43,L23-RYG0505-3D,12.814722,101.340555,280,30,33122,39248,366,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,12,L23-RYG0531-2A,12.733333,101.556666,340,30,33123,39050,430,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,13,L23-RYG0531-3A,12.733333,101.556666,340,30,33123,39248,430,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,11,L23-RYG0531-1A,12.733333,101.556666,340,30,33123,38852,430,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,21,L23-RYG0531-1B,12.733333,101.556666,60,30,33123,38852,425,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,22,L23-RYG0531-2B,12.733333,101.556666,60,30,33123,39050,425,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,23,L23-RYG0531-3B,12.733333,101.556666,60,30,33123,39248,425,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,32,L23-RYG0531-2C,12.733333,101.556666,150,30,33123,39050,424,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,33,L23-RYG0531-3C,12.733333,101.556666,150,30,33123,39248,424,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,31,L23-RYG0531-1C,12.733333,101.556666,150,30,33123,38852,424,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,41,L23-RYG0531-1D,12.733333,101.556666,240,30,33123,38852,423,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,42,L23-RYG0531-2D,12.733333,101.556666,240,30,33123,39050,423,520,17
LTE,RYG0531,501519,RYG0531-L23,TAP WATER SONGSALUNG,43,L23-RYG0531-3D,12.733333,101.556666,240,30,33123,39248,423,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,22,L23-RYG0517-2B,12.703611,101.635833,110,30,33123,39050,103,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,23,L23-RYG0517-3B,12.703611,101.635833,110,30,33123,39248,103,520,17
LTE,RYG0517,501624,RYG0517-L23,BAN_KRADON,32,L23-RYG0517-2C,12.703611,101.635833,190,30,33123,39050,102,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,11,L23-RYG0415-1A,13.07785,101.21274,340,30,33092,38852,425,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,12,L23-RYG0415-2A,13.07785,101.21274,340,30,33092,39050,425,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,13,L23-RYG0415-3A,13.07785,101.21274,340,30,33092,39248,425,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,22,L23-RYG0415-2B,13.07785,101.21274,230,30,33092,39050,423,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,23,L23-RYG0415-3B,13.07785,101.21274,230,30,33092,39248,423,520,17
LTE,RYG0415,501529,RYG0415-L23,BILFINGER THAI CONSTRUCTION,21,L23-RYG0415-1B,13.07785,101.21274,230,30,33092,38852,423,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,12,L23-RYG0518-2A,12.810555,101.698055,350,30,33123,39050,133,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,13,L23-RYG0518-3A,12.810555,101.698055,350,30,33123,39248,133,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,11,L23-RYG0518-1A,12.810555,101.698055,350,30,33123,38852,133,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,21,L23-RYG0518-1B,12.810555,101.698055,90,30,33123,38852,128,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,22,L23-RYG0518-2B,12.810555,101.698055,90,30,33123,39050,128,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,23,L23-RYG0518-3B,12.810555,101.698055,90,30,33123,39248,128,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,32,L23-RYG0518-2C,12.810555,101.698055,180,30,33123,39050,127,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,33,L23-RYG0518-3C,12.810555,101.698055,180,30,33123,39248,127,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,31,L23-RYG0518-1C,12.810555,101.698055,180,30,33123,38852,127,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,41,L23-RYG0518-1D,12.810555,101.698055,270,30,33123,38852,126,520,17
LTE,CBI0880,501143,CBI0880-L23,EASTINY PARK1,21,L23-CBI0880-1B,13.064722,100.994444,45,30,33091,38852,42,520,17
LTE,CBI0880,501143,CBI0880-L23,EASTINY PARK1,31,L23-CBI0880-1C,13.064722,100.994444,180,30,33091,38852,43,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,42,L23-RYG0518-2D,12.810555,101.698055,270,30,33123,39050,126,520,17
LTE,RYG0518,501538,RYG0518-L23,BANNONGSAI_SCHOOL,43,L23-RYG0518-3D,12.810555,101.698055,270,30,33123,39248,126,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,12,L23-RYG0523-2A,12.693055,101.585277,30,30,33123,39050,98,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,13,L23-RYG0523-3A,12.693055,101.585277,30,30,33123,39248,98,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,11,L23-RYG0523-1A,12.693055,101.585277,30,30,33123,38852,98,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,21,L23-RYG0523-1B,12.693055,101.585277,120,30,33123,38852,96,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,22,L23-RYG0523-2B,12.693055,101.585277,120,30,33123,39050,96,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,23,L23-RYG0523-3B,12.693055,101.585277,120,30,33123,39248,96,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,32,L23-RYG0523-2C,12.693055,101.585277,210,30,33123,39050,97,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,33,L23-RYG0523-3C,12.693055,101.585277,210,30,33123,39248,97,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,31,L23-RYG0523-1C,12.693055,101.585277,210,30,33123,38852,97,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,41,L23-RYG0523-1D,12.693055,101.585277,310,30,33123,38852,360,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,42,L23-RYG0523-2D,12.693055,101.585277,310,30,33123,39050,360,520,17
LTE,RYG0523,501539,RYG0523-L23,KIDWASON_COMPANY,43,L23-RYG0523-3D,12.693055,101.585277,310,30,33123,39248,360,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,12,L23-RYG0532-2A,12.860833,101.681111,20,30,33123,39050,422,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,13,L23-RYG0532-3A,12.860833,101.681111,20,30,33123,39248,422,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,11,L23-RYG0532-1A,12.860833,101.681111,20,30,33123,38852,422,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,21,L23-RYG0532-1B,12.860833,101.681111,100,30,33123,38852,420,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,22,L23-RYG0532-2B,12.860833,101.681111,100,30,33123,39050,420,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,23,L23-RYG0532-3B,12.860833,101.681111,100,30,33123,39248,420,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,32,L23-RYG0532-2C,12.860833,101.681111,200,30,33123,39050,421,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,33,L23-RYG0532-3C,12.860833,101.681111,200,30,33123,39248,421,520,17
LTE,RYG0532,501534,RYG0532-L23,PAIRSUSION RUBBER COMPANY,31,L23-RYG0532-1C,12.860833,101.681111,200,30,33123,38852,421,520,17
