SYSTEM,SITE,ENBID,ENBNAME,SITE_NAME,CID,CELL_NAME,LAT,LON,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,13,L23-CBI0281-3A,13.49291129,101.2326669,30,30,33033,39248,89,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,11,L23-CBI0281-1A,13.49291129,101.2326669,30,30,33033,38852,89,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,21,L23-CBI0281-1B,13.49291129,101.2326669,150,30,33033,38852,87,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,22,L23-CBI0281-2B,13.49291129,101.2326669,150,30,33033,39050,87,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,23,L23-CBI0281-3B,13.49291129,101.2326669,150,30,33033,39248,87,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,32,L23-CBI0281-2C,13.49291129,101.2326669,240,30,33033,39050,88,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,33,L23-CBI0281-3C,13.49291129,101.2326669,240,30,33033,39248,88,520,17
LTE,CBI0281,500285,CBI0281-L23,BANNONGSANG,31,L23-CBI0281-1C,13.49291129,101.2326669,240,30,33033,38852,88,520,17
LTE,RYG0060,500616,RYG0060-L23,BAN_CHUN,21,L23-RYG0060-1B,12.638657,101.379912,90,30,33122,38852,44,520,17
LTE,RYG0060,500616,RYG0060-L23,BAN_CHUN,42,L23-RYG0060-2D,12.638657,101.379912,260,30,33122,39050,362,520,17
LTE,RYG0109,500655,RYG0109-L23,BANPAKPA,23,L23-RYG0109-3B,12.745277,101.260555,150,30,33122,39248,13,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,12,L23-CBI0785-2A,12.96277,100.90442,320,30,33081,39050,169,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,11,L23-CBI0284-1A,13.03654128,100.9308436,0,30,33081,38852,20,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,12,L23-CBI0284-2A,13.03654128,100.9308436,0,30,33081,39050,20,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,13,L23-CBI0284-3A,13.03654128,100.9308436,0,30,33081,39248,20,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,22,L23-CBI0284-2B,13.03654128,100.9308436,120,30,33081,39050,19,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,23,L23-CBI0284-3B,13.03654128,100.9308436,120,30,33081,39248,19,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,21,L23-CBI0284-1B,13.03654128,100.9308436,120,30,33081,38852,19,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,31,L23-CBI0284-1C,13.03654128,100.9308436,240,30,33081,38852,18,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,32,L23-CBI0284-2C,13.03654128,100.9308436,240,30,33081,39050,18,520,17
LTE,CBI0284,500287,CBI0284-L23,BANTAKAD,33,L23-CBI0284-3C,13.03654128,100.9308436,240,30,33081,39248,18,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,12,L23-CBI0289-2A,12.963888,100.946666,320,30,33083,39050,144,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,13,L23-CBI0289-3A,12.963888,100.946666,320,30,33083,39248,144,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,11,L23-CBI0289-1A,12.963888,100.946666,320,30,33083,38852,144,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,21,L23-CBI0289-1B,12.963888,100.946666,50,30,33083,38852,403,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,22,L23-CBI0289-2B,12.963888,100.946666,50,30,33083,39050,403,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,23,L23-CBI0289-3B,12.963888,100.946666,50,30,33083,39248,403,520,17
LTE,RYG0146,500680,RYG0146-L23,BANKAO,22,L23-RYG0146-2B,12.728653,101.292615,125,30,33122,39050,137,520,17
LTE,RYG0146,500680,RYG0146-L23,BANKAO,33,L23-RYG0146-3C,12.728653,101.292615,255,30,33122,39248,136,520,17
LTE,CBI0986,500542,CBI0986-L23,WAT WANG HIN,23,L23-CBI0986-3B,13.16993,100.94316,180,30,33091,39248,319,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,13,L23-CBI0785-3A,12.96277,100.90442,320,30,33081,39248,169,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,32,L23-CBI0289-2C,12.963888,100.946666,140,30,33083,39050,402,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,33,L23-CBI0289-3C,12.963888,100.946666,140,30,33083,39248,402,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,31,L23-CBI0289-1C,12.963888,100.946666,140,30,33083,38852,402,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,41,L23-CBI0289-1D,12.963888,100.946666,230,30,33083,38852,404,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,42,L23-CBI0289-2D,12.963888,100.946666,230,30,33083,39050,404,520,17
LTE,CBI0289,500290,CBI0289-L23,BANNONGKAIT,43,L23-CBI0289-3D,12.963888,100.946666,230,30,33083,39248,404,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,12,L23-CBI0294-2A,13.3264374,101.0459231,0,30,33163,39050,271,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,13,L23-CBI0294-3A,13.3264374,101.0459231,0,30,33163,39248,271,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,11,L23-CBI0294-1A,13.3264374,101.0459231,0,30,33163,38852,271,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,21,L23-CBI0294-1B,13.3264374,101.0459231,150,30,33163,38852,270,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,22,L23-CBI0294-2B,13.3264374,101.0459231,150,30,33163,39050,270,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,23,L23-CBI0294-3B,13.3264374,101.0459231,150,30,33163,39248,270,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,32,L23-CBI0294-2C,13.3264374,101.0459231,270,30,33163,39050,272,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,33,L23-CBI0294-3C,13.3264374,101.0459231,270,30,33163,39248,272,520,17
LTE,CBI0294,500294,CBI0294-L23,NONGKLANGDONG,31,L23-CBI0294-1C,13.3264374,101.0459231,270,30,33163,38852,272,520,17
LTE,RYG0076,500630,RYG0076-L23,BAN_NONGPAWA,12,L23-RYG0076-2A,12.831111,101.349444,330,30,33121,39050,125,520,17
LTE,RYG0076,500630,RYG0076-L23,BAN_NONGPAWA,23,L23-RYG0076-3B,12.831111,101.349444,45,30,33121,39248,403,520,17
LTE,RYG0076,500630,RYG0076-L23,BAN_NONGPAWA,31,L23-RYG0076-1C,12.831111,101.349444,145,30,33121,38852,404,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,11,L23-CBI0785-1A,12.96277,100.90442,320,30,33081,38852,169,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,21,L23-CBI0785-1B,12.96277,100.90442,90,30,33081,38852,170,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,22,L23-CBI0785-2B,12.96277,100.90442,90,30,33081,39050,170,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,23,L23-CBI0785-3B,12.96277,100.90442,90,30,33081,39248,170,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,32,L23-CBI0785-2C,12.96277,100.90442,220,30,33081,39050,168,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,33,L23-CBI0785-3C,12.96277,100.90442,220,30,33081,39248,168,520,17
LTE,CBI0785,500073,CBI0785-L23,SOI MO SIAM,31,L23-CBI0785-1C,12.96277,100.90442,220,30,33081,38852,168,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,11,L23-CBI0786-1A,13.10559,100.99003,30,30,33091,38852,47,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,12,L23-CBI0786-2A,13.10559,100.99003,30,30,33091,39050,47,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,13,L23-CBI0786-3A,13.10559,100.99003,30,30,33091,39248,47,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,22,L23-CBI0786-2B,13.10559,100.99003,60,30,33091,39050,186,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,23,L23-CBI0786-3B,13.10559,100.99003,60,30,33091,39248,186,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,21,L23-CBI0786-1B,13.10559,100.99003,60,30,33091,38852,186,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,31,L23-CBI0786-1C,13.10559,100.99003,120,30,33091,38852,188,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,32,L23-CBI0786-2C,13.10559,100.99003,120,30,33091,39050,188,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,33,L23-CBI0786-3C,13.10559,100.99003,120,30,33091,39248,188,520,17
LTE,CBI0047,500129,CBI0047-L23,BANHUAYKUM,12,L23-CBI0047-2A,13.236944,101.004166,20,30,33093,39050,297,520,17
LTE,CBI0047,500129,CBI0047-L23,BANHUAYKUM,13,L23-CBI0047-3A,13.236944,101.004166,20,30,33093,39248,297,520,17
LTE,CBI0047,500129,CBI0047-L23,BANHUAYKUM,22,L23-CBI0047-2B,13.236944,101.004166,135,30,33093,39050,299,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,42,L23-CBI0786-2D,13.10559,100.99003,180,30,33091,39050,187,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,43,L23-CBI0786-3D,13.10559,100.99003,180,30,33091,39248,187,520,17
LTE,CBI0786,500074,CBI0786-L23,BAN NONG KHARM,41,L23-CBI0786-1D,13.10559,100.99003,180,30,33091,38852,187,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,11,L23-CBI0787-1A,12.94207,100.92662,0,30,33081,38852,259,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,12,L23-CBI0787-2A,12.94207,100.92662,0,30,33081,39050,259,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,13,L23-CBI0787-3A,12.94207,100.92662,0,30,33081,39248,259,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,22,L23-CBI0787-2B,12.94207,100.92662,90,30,33081,39050,260,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,23,L23-CBI0787-3B,12.94207,100.92662,90,30,33081,39248,260,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,21,L23-CBI0787-1B,12.94207,100.92662,90,30,33081,38852,260,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,31,L23-CBI0787-1C,12.94207,100.92662,180,30,33081,38852,258,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,32,L23-CBI0787-2C,12.94207,100.92662,180,30,33081,39050,258,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,33,L23-CBI0787-3C,12.94207,100.92662,180,30,33081,39248,258,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,42,L23-CBI0787-2D,12.94207,100.92662,270,30,33081,39050,53,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,43,L23-CBI0787-3D,12.94207,100.92662,270,30,33081,39248,53,520,17
LTE,CBI0787,500075,CBI0787-L23,PARK VILLAGE PATTAYA,41,L23-CBI0787-1D,12.94207,100.92662,270,30,33081,38852,53,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,11,L23-CBI0790-1A,12.9313,100.88974,30,30,33081,38852,79,520,17
LTE,CBI0021,500110,CBI0021-L23,BAN_KLONG_YAI,43,L23-CBI0021-3D,12.891111,101.046944,310,30,33083,39248,81,520,17
LTE,CBI0021,500110,CBI0021-L23,BAN_KLONG_YAI,41,L23-CBI0021-1D,12.891111,101.046944,310,30,33083,38852,81,520,17
LTE,CBI0047,500129,CBI0047-L23,BANHUAYKUM,11,L23-CBI0047-1A,13.236944,101.004166,20,30,33093,38852,297,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,12,L23-CBI0790-2A,12.9313,100.88974,30,30,33081,39050,79,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,13,L23-CBI0790-3A,12.9313,100.88974,30,30,33081,39248,79,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,22,L23-CBI0790-2B,12.9313,100.88974,90,30,33081,39050,78,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,23,L23-CBI0790-3B,12.9313,100.88974,90,30,33081,39248,78,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,21,L23-CBI0790-1B,12.9313,100.88974,90,30,33081,38852,78,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,31,L23-CBI0790-1C,12.9313,100.88974,180,30,33081,38852,80,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,32,L23-CBI0790-2C,12.9313,100.88974,180,30,33081,39050,80,520,17
LTE,CBI0790,500077,CBI0790-L23,SOI CHALOEM PHRAKIAT 19,33,L23-CBI0790-3C,12.9313,100.88974,180,30,33081,39248,80,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,12,L23-CBI0797-2A,12.9571,100.91067,60,30,33081,39050,178,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,13,L23-CBI0797-3A,12.9571,100.91067,60,30,33081,39248,178,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,11,L23-CBI0797-1A,12.9571,100.91067,60,30,33081,38852,178,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,21,L23-CBI0797-1B,12.9571,100.91067,180,30,33081,38852,177,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,22,L23-CBI0797-2B,12.9571,100.91067,180,30,33081,39050,177,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,23,L23-CBI0797-3B,12.9571,100.91067,180,30,33081,39248,177,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,32,L23-CBI0797-2C,12.9571,100.91067,290,30,33081,39050,179,520,17
LTE,CBI0577,500411,CBI0577-L23,BANHALUNG,23,L23-CBI0577-3B,13.17611,101.00619,120,30,33093,39248,218,520,17
LTE,CBI0577,500411,CBI0577-L23,BANHALUNG,21,L23-CBI0577-1B,13.17611,101.00619,120,30,33093,38852,218,520,17
LTE,CBI0577,500411,CBI0577-L23,BANHALUNG,31,L23-CBI0577-1C,13.17611,101.00619,240,30,33093,38852,217,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,33,L23-CBI0797-3C,12.9571,100.91067,290,30,33081,39248,179,520,17
LTE,CBI0797,500078,CBI0797-L23,RATTANAKON GARDEN HOME 1,31,L23-CBI0797-1C,12.9571,100.91067,290,30,33081,38852,179,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,11,L23-CBI0809-1A,12.87058,100.90433,0,30,33083,38852,20,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,12,L23-CBI0809-2A,12.87058,100.90433,0,30,33083,39050,20,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,13,L23-CBI0809-3A,12.87058,100.90433,0,30,33083,39248,20,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,22,L23-CBI0809-2B,12.87058,100.90433,90,30,33083,39050,19,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,23,L23-CBI0809-3B,12.87058,100.90433,90,30,33083,39248,19,520,17
LTE,CBI0809,500079,CBI0809-L23,SOI SUKHUMVIT-PATTAYA93,21,L23-CBI0809-1B,12.87058,100.90433,90,30,33083,38852,19,520,17
