SYSTEM,SITE,LAT,LON,CELL_NAME,CID,ENBID,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-3C,33,500810,80,30,33161,39248,145,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-1D,41,500810,140,30,33161,38852,138,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-2D,42,500810,140,30,33161,39050,138,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-3D,43,500810,140,30,33161,39248,138,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-2E,52,500810,180,30,33161,39050,113,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-3E,53,500810,180,30,33161,39248,113,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-1E,51,500810,180,30,33161,38852,113,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-1A,11,501193,70,30,33091,38852,410,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-1B,21,501193,180,30,33091,38852,408,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-2B,22,501193,180,30,33091,39050,408,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-1F,61,500810,240,30,33161,38852,111,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-2F,62,500810,240,30,33161,39050,111,520,17
LTE,CBI0352-L23,13.35152822,100.9737643,L23-CBI0352-3F,63,500810,240,30,33161,39248,111,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-1A,11,501190,320,30,33081,38852,410,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-2A,12,501190,320,30,33081,39050,410,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-3A,13,501190,320,30,33081,39248,410,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-2B,22,501190,100,30,33081,39050,408,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-3B,23,501190,100,30,33081,39248,408,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-1B,21,501190,100,30,33081,38852,408,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-1C,31,501190,180,30,33081,38852,409,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-2C,32,501190,180,30,33081,39050,409,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-3C,33,501190,180,30,33081,39248,409,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-3B,23,501193,180,30,33091,39248,408,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-2C,32,501193,290,30,33091,39050,409,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-3C,33,501193,290,30,33091,39248,409,520,17
LTE,CBI1082-L23,13.15268,100.94428,L23-CBI1082-1C,31,501193,290,30,33091,38852,409,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-2A,12,500117,35,30,33081,39050,29,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-3A,13,500117,35,30,33081,39248,29,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-1A,11,500117,35,30,33081,38852,29,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-1B,21,500117,90,30,33081,38852,28,520,17
LTE,CBI0320-L23,13.18881355,100.939973,L23-CBI0320-1A,11,500807,150,30,33091,38852,53,520,17
LTE,CBI0320-L23,13.18881355,100.939973,L23-CBI0320-2A,12,500807,150,30,33091,39050,53,520,17
LTE,CBI0320-L23,13.18881355,100.939973,L23-CBI0320-3A,13,500807,150,30,33091,39248,53,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-2B,22,500117,90,30,33081,39050,28,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-3B,23,500117,90,30,33081,39248,28,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-2C,32,500117,150,30,33081,39050,101,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-3C,33,500117,150,30,33081,39248,101,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-1C,31,500117,150,30,33081,38852,101,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-1D,41,500117,240,30,33081,38852,27,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-2D,42,500117,240,30,33081,39050,27,520,17
LTE,CBI0030-L23,12.94667841,100.8860652,L23-CBI0030-3D,43,500117,240,30,33081,39248,27,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-1A,11,501632,300,30,33083,38852,252,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-2A,12,501632,300,30,33083,39050,252,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-3A,13,501632,300,30,33083,39248,252,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-2B,22,501632,30,30,33083,39050,145,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-3B,23,501632,30,30,33083,39248,145,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-1B,21,501632,30,30,33083,38852,145,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-1C,31,501632,230,30,33083,38852,419,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-2C,32,501632,230,30,33083,39050,419,520,17
LTE,CBI1076-L23,12.907832,101.028041,L23-CBI1076-3C,33,501632,230,30,33083,39248,419,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-1A,11,501696,270,30,33091,38852,154,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-2A,12,501696,270,30,33091,39050,154,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-3A,13,501696,270,30,33091,39248,154,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-2B,22,501696,100,30,33091,39050,153,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-3B,23,501696,100,30,33091,39248,153,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-1B,21,501696,100,30,33091,38852,153,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-1C,31,501696,190,30,33091,38852,155,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-2C,32,501696,190,30,33091,39050,155,520,17
LTE,CBI1060-L23,13.17462,100.94863,L23-CBI1060-3C,33,501696,190,30,33091,39248,155,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-2A,12,501195,350,30,33082,39050,343,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-3A,13,501195,350,30,33082,39248,343,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-1A,11,501195,350,30,33082,38852,343,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-1B,21,501195,80,30,33082,38852,344,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-2B,22,501195,80,30,33082,39050,344,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-3B,23,501195,80,30,33082,39248,344,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-2C,32,501195,270,30,33082,39050,342,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-3C,33,501195,270,30,33082,39248,342,520,17
LTE,CBI1088-L23,12.73598,100.99308,L23-CBI1088-1C,31,501195,270,30,33082,38852,342,520,17
LTE,CBI0393-L23,13.158055,101.309722,L23-CBI0393-1D,41,500328,260,30,33092,38852,205,520,17
LTE,CBI0393-L23,13.158055,101.309722,L23-CBI0393-2D,42,500328,260,30,33092,39050,205,520,17
LTE,CBI0393-L23,13.158055,101.309722,L23-CBI0393-3D,43,500328,260,30,33092,39248,205,520,17
LTE,CBI0393B-L23,13.157246,101.309184,L23-CBI0393-2E,52,502127,90,30,33092,39050,206,520,17
LTE,CBI0393B-L23,13.157246,101.309184,L23-CBI0393-3E,53,502127,90,30,33092,39248,206,520,17
LTE,CBI0393B-L23,13.157246,101.309184,L23-CBI0393-1E,51,502127,90,30,33092,38852,206,520,17
LTE,CBI0393B-L23,13.157689,101.309236,L23-CBI0393-1F,61,502127,90,30,33092,38852,207,520,17
LTE,CBI0393B-L23,13.157689,101.309236,L23-CBI0393-2F,62,502127,90,30,33092,39050,207,520,17
LTE,CBI0393B-L23,13.157689,101.309236,L23-CBI0393-3F,63,502127,90,30,33092,39248,207,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-2A,12,501082,340,30,33163,39050,109,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-3A,13,501082,340,30,33163,39248,109,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-1A,11,501082,340,30,33163,38852,109,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-1B,21,501082,100,30,33163,38852,108,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-2B,22,501082,100,30,33163,39050,108,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-3B,23,501082,100,30,33163,39248,108,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-2C,32,501082,220,30,33163,39050,110,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-3C,33,501082,220,30,33163,39248,110,520,17
LTE,CBI0446-L23,13.231904,101.113998,L23-CBI0446-1C,31,501082,220,30,33163,38852,110,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-1A,11,501085,60,30,33091,38852,160,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-2A,12,501085,60,30,33091,39050,160,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-3A,13,501085,60,30,33091,39248,160,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-2B,22,501085,180,30,33091,39050,161,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-3B,23,501085,180,30,33091,39248,161,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-1B,21,501085,180,30,33091,38852,161,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-1C,31,501085,300,30,33091,38852,159,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-2C,32,501085,300,30,33091,39050,159,520,17
LTE,CBI0464-L23,13.160598,101.050998,L23-CBI0464-3C,33,501085,300,30,33091,39248,159,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-1A,11,501125,0,30,33033,38852,4,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-2A,12,501125,0,30,33033,39050,4,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-3A,13,501125,0,30,33033,39248,4,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-2B,22,501125,120,30,33033,39050,5,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-3B,23,501125,120,30,33033,39248,5,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-1B,21,501125,120,30,33033,38852,5,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-1C,31,501125,240,30,33033,38852,3,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-2C,32,501125,240,30,33033,39050,3,520,17
LTE,CBI0698-L23,13.48729,101.13645,L23-CBI0698-3C,33,501125,240,30,33033,39248,3,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-2A,12,500451,0,30,33092,39050,57,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-3A,13,500451,0,30,33092,39248,57,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-1A,11,500451,0,30,33092,38852,57,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-1B,21,500451,120,30,33092,38852,58,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-2B,22,500451,120,30,33092,39050,58,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-3B,23,500451,120,30,33092,39248,58,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-2C,32,500451,240,30,33092,39050,59,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-3C,33,500451,240,30,33092,39248,59,520,17
LTE,CBI0704-L23,13.32537,101.21969,L23-CBI0704-1C,31,500451,240,30,33092,38852,59,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-1A,11,500452,40,30,33033,38852,224,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-2A,12,500452,40,30,33033,39050,224,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-3A,13,500452,40,30,33033,39248,224,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-2B,22,500452,160,30,33033,39050,222,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-3B,23,500452,160,30,33033,39248,222,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-1B,21,500452,160,30,33033,38852,222,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-1C,31,500452,280,30,33033,38852,223,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-2C,32,500452,280,30,33033,39050,223,520,17
LTE,CBI0708-L23,13.55396,101.12714,L23-CBI0708-3C,33,500452,280,30,33033,39248,223,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-2A,12,501135,0,30,33033,39050,346,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-3A,13,501135,0,30,33033,39248,346,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-1A,11,501135,0,30,33033,38852,346,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-1B,21,501135,120,30,33033,38852,345,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-2B,22,501135,120,30,33033,39050,345,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-3B,23,501135,120,30,33033,39248,345,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-2C,32,501135,240,30,33033,39050,347,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-3C,33,501135,240,30,33033,39248,347,520,17
LTE,CBI0744-L23,13.442895,101.227763,L23-CBI0744-1C,31,501135,240,30,33033,38852,347,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1A,11,501457,360,30,33162,38852,477,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2A,12,501457,360,30,33162,39050,477,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3A,13,501457,360,30,33162,39248,477,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2B,22,501457,0,30,33162,39050,472,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3B,23,501457,0,30,33162,39248,472,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1B,21,501457,0,30,33162,38852,472,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1C,31,501457,0,30,33162,38852,437,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2C,32,501457,0,30,33162,39050,437,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3C,33,501457,0,30,33162,39248,437,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2D,42,501457,0,30,33162,39050,465,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-1A,11,501084,40,30,33033,38852,198,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-2A,12,501084,40,30,33033,39050,198,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-3A,13,501084,40,30,33033,39248,198,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3D,43,501457,0,30,33162,39248,465,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1D,41,501457,0,30,33162,38852,465,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1E,51,501457,0,30,33162,38852,484,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2E,52,501457,0,30,33162,39050,484,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3E,53,501457,0,30,33162,39248,484,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-2F,62,501457,0,30,33162,39050,434,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-3F,63,501457,0,30,33162,39248,434,520,17
LTE,CBI0360-LT,13.3350689,100.9704927,L23-CBI0360-1F,61,501457,0,30,33162,38852,434,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-1G,71,502122,0,30,33162,38852,441,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-2G,72,502122,0,30,33162,39050,441,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-3G,73,502122,0,30,33162,39248,441,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-2H,82,502122,360,30,33162,39050,443,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-3H,83,502122,360,30,33162,39248,443,520,17
LTE,CBI0360B-L23,13.3350689,100.9704927,L23-CBI0360-1H,81,502122,360,30,33162,38852,443,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-2B,22,501084,160,30,33033,39050,200,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-3B,23,501084,160,30,33033,39248,200,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-1B,21,501084,160,30,33033,38852,200,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-1C,31,501084,280,30,33033,38852,199,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-2C,32,501084,280,30,33033,39050,199,520,17
LTE,CBI0455-L23,13.545803,101.063002,L23-CBI0455-3C,33,501084,280,30,33033,39248,199,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-2A,12,500359,0,30,33121,39050,356,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-3A,13,500359,0,30,33121,39248,356,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-1A,11,500359,0,30,33121,38852,356,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-1B,21,500359,120,30,33121,38852,354,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-2B,22,500359,120,30,33121,39050,354,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-3B,23,500359,120,30,33121,39248,354,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-2C,32,500359,240,30,33121,39050,355,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-3C,33,500359,240,30,33121,39248,355,520,17
LTE,CBI0462-L23,13.321299,101.447692,L23-CBI0462-1C,31,500359,240,30,33121,38852,355,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-1A,11,501693,40,30,33121,38852,264,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-2A,12,501693,40,30,33121,39050,264,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-3A,13,501693,40,30,33121,39248,264,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-2B,22,501693,160,30,33121,39050,265,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-3B,23,501693,160,30,33121,39248,265,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-2A,12,500360,60,30,33121,39050,416,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-3A,13,500360,60,30,33121,39248,416,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-1A,11,500360,60,30,33121,38852,416,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-1B,21,501693,160,30,33121,38852,265,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-1C,31,501693,280,30,33121,38852,266,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-2C,32,501693,280,30,33121,39050,266,520,17
LTE,CBI0463-L23,13.299198,101.519,L23-CBI0463-3C,33,501693,280,30,33121,39248,266,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-1B,21,500360,140,30,33121,38852,415,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-2B,22,500360,140,30,33121,39050,415,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-3B,23,500360,140,30,33121,39248,415,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-2C,32,500360,230,30,33121,39050,414,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-3C,33,500360,230,30,33121,39248,414,520,17
LTE,CBI0465-L23,13.083897,101.401997,L23-CBI0465-1C,31,500360,230,30,33121,38852,414,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-1A,11,500453,0,30,33033,38852,178,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-2A,12,500453,0,30,33033,39050,178,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-3A,13,500453,0,30,33033,39248,178,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-2B,22,500453,120,30,33033,39050,177,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-3B,23,500453,120,30,33033,39248,177,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-1B,21,500453,120,30,33033,38852,177,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-1C,31,500453,240,30,33033,38852,179,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-2C,32,500453,240,30,33033,39050,179,520,17
LTE,CBI0710-L23,13.4637,101.1422,L23-CBI0710-3C,33,500453,240,30,33033,39248,179,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-2A,12,501148,0,30,33092,39050,395,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-3A,13,501148,0,30,33092,39248,395,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-1A,11,501148,0,30,33092,38852,395,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-1B,21,501148,130,30,33092,38852,394,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-2B,22,501148,130,30,33092,39050,394,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-3B,23,501148,130,30,33092,39248,394,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-2C,32,501148,240,30,33092,39050,393,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-3C,33,501148,240,30,33092,39248,393,520,17
LTE,CBI0901-L23,13.03667,101.04053,L23-CBI0901-1C,31,501148,240,30,33092,38852,393,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-1A,11,500998,300,30,33163,38852,20,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-2A,12,500998,300,30,33163,39050,20,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-3A,13,500998,300,30,33163,39248,20,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-2B,22,500998,60,30,33163,39050,18,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-3B,23,500998,60,30,33163,39248,18,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-1B,21,500998,60,30,33163,38852,18,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-1C,31,500998,140,30,33163,38852,19,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-2C,32,500998,140,30,33163,39050,19,520,17
LTE,CBI0906-L23,13.3978,101.13552,L23-CBI0906-3C,33,500998,140,30,33163,39248,19,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-1A,11,500537,350,30,33161,38852,260,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-2A,12,500537,350,30,33161,39050,260,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-3A,13,500537,350,30,33161,39248,260,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-2B,22,500537,80,30,33161,39050,259,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-3B,23,500537,80,30,33161,39248,259,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-1B,21,500537,80,30,33161,38852,259,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-1C,31,500537,190,30,33161,38852,258,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-2C,32,500537,190,30,33161,39050,258,520,17
LTE,CBI0977-L23,13.43023,101.00222,L23-CBI0977-3C,33,500537,190,30,33161,39248,258,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-2A,12,500551,350,30,33163,39050,411,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-3A,13,500551,350,30,33163,39248,411,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-1A,11,500551,350,30,33163,38852,411,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-1B,21,500551,50,30,33163,38852,413,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-2B,22,500551,50,30,33163,39050,413,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-3B,23,500551,50,30,33163,39248,413,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-2C,32,500551,110,30,33163,39050,412,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-3C,33,500551,110,30,33163,39248,412,520,17
LTE,CBI1028-L23,13.346634,101.15079,L23-CBI1028-1C,31,500551,110,30,33163,38852,412,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-1A,11,501208,10,30,33081,38852,365,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-2A,12,501208,10,30,33081,39050,365,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-3A,13,501208,10,30,33081,39248,365,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-2B,22,501208,100,30,33081,39050,364,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-3B,23,501208,100,30,33081,39248,364,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-1B,21,501208,100,30,33081,38852,364,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-1C,31,501208,190,30,33081,38852,407,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-2C,32,501208,190,30,33081,39050,407,520,17
LTE,CBI1176-L23,12.92778,100.91062,L23-CBI1176-3C,33,501208,190,30,33081,39248,407,520,17
LTE,CBI1215-L23,13.39206,101.01123,L23-CBI1215-2A,12,501702,30,30,33161,39050,386,520,17
LTE,CBI1215-L23,13.39206,101.01123,L23-CBI1215-3A,13,501702,30,30,33161,39248,386,520,17
