SYSTEM,SITE,LAT,LON,CELL_NAME,CID,ENBID,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-1C,31,502846,120,30,33091,38852,29,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-2C,32,502846,120,30,33091,39050,29,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-3C,33,502846,120,30,33091,39248,29,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-1D,41,502846,180,30,33091,38852,33,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-2D,42,502846,180,30,33091,39050,33,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-3D,43,502846,180,30,33091,39248,33,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-1E,51,502846,210,30,33091,38852,34,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-3E,53,502846,210,30,33091,39248,34,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-1F,61,502846,270,30,33091,38852,35,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-2F,62,502846,270,30,33091,39050,35,520,17
LTE,CBI1313-L23,13.11158,100.91681,L23-CBI1313-3F,63,502846,270,30,33091,39248,35,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-1B,21,502938,20,30,33163,38852,173,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-2B,22,502938,20,30,33163,39050,173,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-3B,23,502938,20,30,33163,39248,173,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-1C,31,502938,50,30,33163,38852,171,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-2C,32,502938,50,30,33163,39050,171,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-3C,33,502938,50,30,33163,39248,171,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-1D,41,502938,110,30,33163,38852,176,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-2D,42,502938,110,30,33163,39050,176,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-3D,43,502938,110,30,33163,39248,176,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-1E,51,502938,150,30,33163,38852,175,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-2E,52,502938,150,30,33163,39050,175,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-3E,53,502938,150,30,33163,39248,175,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-1F,61,502938,210,30,33163,38852,174,520,17
LTE,CBI1139-L23,13.33333,101.11915,L23-CBI1139-3F,63,502938,210,30,33163,39248,174,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-1B,21,502437,110,30,33091,38852,68,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-2B,22,502437,110,30,33091,39050,68,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-3B,23,502437,110,30,33091,39248,68,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-1C,31,502437,150,30,33091,38852,67,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-2C,32,502437,150,30,33091,39050,67,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-3C,33,502437,150,30,33091,39248,67,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-1D,41,502437,210,30,33091,38852,77,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-2D,42,502437,210,30,33091,39050,77,520,17
LTE,CBI1292-L23,13.1572598,100.9149036,L23-CBI1292-3D,43,502437,210,30,33091,39248,77,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-1B,21,503020,80,30,33161,38852,187,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-2B,22,503020,80,30,33161,39050,187,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-3B,23,503020,80,30,33161,39248,187,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-1C,31,503020,140,30,33161,38852,183,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-2C,32,503020,140,30,33161,39050,183,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-1D,41,503020,190,30,33161,38852,184,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-2D,42,503020,190,30,33161,39050,184,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-3D,43,503020,190,30,33161,39248,184,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-1E,51,503020,250,30,33161,38852,167,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-2E,52,503020,250,30,33161,39050,167,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-3E,53,503020,250,30,33161,39248,167,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-1F,61,503020,280,30,33161,38852,166,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-2F,62,503020,280,30,33161,39050,166,520,17
LTE,CBI0954-L23,13.40283,101.00489,L23-CBI0954-3F,63,503020,280,30,33161,39248,166,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-1B,21,502923,80,30,33092,38852,225,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-2B,22,502923,80,30,33092,39050,225,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-3B,23,502923,80,30,33092,39248,225,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-1C,31,502923,180,30,33092,38852,227,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-2C,32,502923,180,30,33092,39050,227,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-3C,33,502923,180,30,33092,39248,227,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-1D,41,502923,270,30,33092,38852,228,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-2D,42,502923,270,30,33092,39050,228,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-3D,43,502923,270,30,33092,39248,228,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-1A,11,502922,350,30,33033,38852,420,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-2A,12,502922,350,30,33033,39050,420,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-3A,13,502922,350,30,33033,39248,420,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-1B,21,502922,120,30,33033,38852,422,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-2B,22,502922,120,30,33033,39050,422,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-3B,23,502922,120,30,33033,39248,422,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-2C,32,502922,200,30,33033,39050,421,520,17
LTE,CBI1314-L23,13.47324,101.17043,L23-CBI1314-3C,33,502922,200,30,33033,39248,421,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1A,11,502924,10,30,33092,38852,305,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2A,12,502924,10,30,33092,39050,305,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-3A,13,502924,10,30,33092,39248,305,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1B,21,502924,0,30,33092,38852,303,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2B,22,502924,0,30,33092,39050,303,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-3B,23,502924,0,30,33092,39248,303,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1C,31,502924,100,30,33092,38852,304,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2C,32,502924,100,30,33092,39050,304,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1D,41,502924,160,30,33092,38852,359,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2D,42,502924,160,30,33092,39050,359,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-3D,43,502924,160,30,33092,39248,359,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1E,51,502924,210,30,33092,38852,357,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2E,52,502924,210,30,33092,39050,357,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-3E,53,502924,210,30,33092,39248,357,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-1F,61,502924,300,30,33092,38852,358,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-2F,62,502924,300,30,33092,39050,358,520,17
LTE,CBI1316-L23,13.01515,101.0876,L23-CBI1316-3F,63,502924,300,30,33092,39248,358,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-10B,81,501190,0,30,33081,38852,411,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-3B,23,502918,0,30,33092,39248,460,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-3C,33,502918,0,30,33092,39248,461,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-9B,73,501190,0,30,33081,39248,412,520,17
LTE,CBI1123D-L23,12.950387,100.888742,L23-CBI1123-1U,211,501795,0,170,33081,38852,446,520,17
LTE,CBI0325-L23,13.079444,100.921388,L23-CBI0325-2D,42,500309,0,30,33091,39050,500,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-2C,32,502918,0,30,33092,39050,461,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-1C,31,502939,160,30,33161,38852,142,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-2C,32,502939,160,30,33161,39050,142,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-3C,33,502939,160,30,33161,39248,142,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-1D,41,502939,220,30,33161,38852,44,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-2D,42,502939,220,30,33161,39050,44,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-3D,43,502939,220,30,33161,39248,44,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-1E,51,502939,270,30,33161,38852,141,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-2E,52,502939,270,30,33161,39050,141,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-3E,53,502939,270,30,33161,39248,141,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-1F,61,502939,330,30,33161,38852,218,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-2F,62,502939,330,30,33161,39050,218,520,17
LTE,CBI1238-L23,13.39052,101.02403,L23-CBI1238-3F,63,502939,330,30,33161,39248,218,520,17
LTE,CBI1310-L23,13.35985,101.17305,L23-CBI1310-3B,23,500947,150,30,33163,39248,282,520,17
LTE,CBI1310-L23,13.35985,101.17305,L23-CBI1310-1C,31,500947,240,30,33163,38852,283,520,17
LTE,CBI1310-L23,13.35985,101.17305,L23-CBI1310-2C,32,500947,240,30,33163,39050,283,520,17
LTE,CBI1310-L23,13.35985,101.17305,L23-CBI1310-3C,33,500947,240,30,33163,39248,283,520,17
LTE,CBI1318-L23,13.14354,100.9132,L23-CBI1318-1D,41,502927,290,30,33091,38852,223,520,17
LTE,CBI0325-L23,13.079444,100.921388,L23-CBI0325-1D,41,500309,0,30,33091,38852,500,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-3D,43,502918,0,30,33092,39248,493,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-4B,61,501190,0,30,33081,38852,413,520,17
LTE,CBI0329-L23,13.287206,100.925645,L23-CBI0329-2D,42,500808,0,30,33162,39050,482,520,17
LTE,CBI0011-L23,12.935555,100.89,L23-CBI0011-4B,24,500101,0,30,33081,38852,362,520,17
LTE,CBI0011-L23,12.935555,100.89,L23-CBI0011-6B,26,500101,0,30,33081,39248,362,520,17
LTE,CBI0325-L23,13.079444,100.921388,L23-CBI0325-3D,43,500309,0,30,33091,39248,500,520,17
LTE,CBI0329-L23,13.287206,100.925645,L23-CBI0329-1D,41,500808,0,30,33162,38852,482,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-2B,22,502918,0,30,33092,39050,460,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-1D,41,502918,0,30,33092,38852,493,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-11B,82,501190,0,30,33081,39050,411,520,17
LTE,CBI0011-L23,12.935555,100.89,L23-CBI0011-5B,25,500101,0,30,33081,39050,362,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-1B,21,502918,0,30,33092,38852,460,520,17
LTE,CBI0329-L23,13.287206,100.925645,L23-CBI0329-3D,43,500808,0,30,33162,39248,482,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-12B,83,501190,0,30,33081,39248,411,520,17
LTE,CBI1123D-L23,12.950387,100.888742,L23-CBI1123-2U,212,501795,0,170,33081,39050,446,520,17
LTE,CBI1123D-L23,12.950387,100.888742,L23-CBI1123-3U,213,501795,0,170,33081,39248,446,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-8B,72,501190,0,30,33081,39050,412,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-1C,31,502918,0,30,33092,38852,461,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-6B,63,501190,0,30,33081,39248,413,520,17
LTE,CBI0329-L23,13.287206,100.925645,L23-CBI0329-3E,53,500808,0,30,33162,39248,480,520,17
LTE,CBI1302,13.034834,101.091887,L23-CBI1302-2D,42,502918,0,30,33092,39050,493,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-5B,62,501190,0,30,33081,39050,413,520,17
LTE,CBI1063-L23,12.91187,100.88541,L23-CBI1063-7B,71,501190,0,30,33081,38852,412,520,17
LTE,CBI0329-L23,13.287206,100.925645,L23-CBI0329-2E,52,500808,0,30,33162,39050,480,520,17
LTE,CBI0922-L23,13.282965,100.922468,L23-CBI0922-1D,41,501153,330,30,33162,38852,320,520,17
LTE,CBI0922-L23,13.282965,100.922468,L23-CBI0922-2D,42,501153,330,30,33162,39050,320,520,17
LTE,CBI0922-L23,13.282965,100.922468,L23-CBI0922-3D,43,501153,330,30,33162,39248,320,520,17
LTE,CBI0922-L23,13.283258,100.923885,L23-CBI0922-1E,51,501153,50,30,33162,38852,107,520,17
LTE,CBI0922-L23,13.283258,100.923885,L23-CBI0922-2E,52,501153,50,30,33162,39050,107,520,17
LTE,CBI0922-L23,13.283258,100.923885,L23-CBI0922-3E,53,501153,50,30,33162,39248,107,520,17
LTE,CBI0922-L23,13.282029,100.923414,L23-CBI0922-1F,61,501153,135,30,33162,38852,105,520,17
LTE,CBI0922-L23,13.282029,100.923414,L23-CBI0922-2F,62,501153,135,30,33162,39050,105,520,17
LTE,CBI0922-L23,13.282029,100.923414,L23-CBI0922-3F,63,501153,135,30,33162,39248,105,520,17
LTE,CBI0923-L23,13.283259,100.925397,L23-CBI0923-1A,11,501154,325,30,33162,38852,61,520,17
LTE,CBI0923-L23,13.283259,100.925397,L23-CBI0923-2A,12,501154,325,30,33162,39050,61,520,17
LTE,CBI0923-L23,13.283259,100.925397,L23-CBI0923-3A,13,501154,325,30,33162,39248,61,520,17
LTE,CBI0923-L23,13.283259,100.925397,L23-CBI0923-1B,21,501154,45,30,33162,38852,137,520,17
LTE,CBI0923-L23,13.283259,100.925397,L23-CBI0923-2B,22,501154,45,30,33162,39050,137,520,17
LTE,CBI1318-L23,13.14354,100.9132,L23-CBI1318-2D,42,502927,290,30,33091,39050,223,520,17
LTE,CBI1318-L23,13.14354,100.9132,L23-CBI1318-3D,43,502927,290,30,33091,39248,223,520,17
LTE,CBI1322-L23,12.92844,100.88374,L23-CBI1322-1A,11,502971,330,30,33081,38852,242,520,17
LTE,CBI1322-L23,12.92844,100.88374,L23-CBI1322-2A,12,502971,330,30,33081,39050,242,520,17
LTE,CBI1322-L23,12.92844,100.88374,L23-CBI1322-3A,13,502971,330,30,33081,39248,242,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-1A,11,502923,350,30,33092,38852,226,520,17
LTE,CBI1254-L23,12.65455,100.98153,L23-CBI1254-3A,13,502043,330,30,33082,39248,182,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-3A,13,501596,0,170,33081,39248,435,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-1C,31,501596,0,170,33081,38852,496,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-2C,32,501596,0,170,33081,39050,496,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-3C,33,501596,0,170,33081,39248,496,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-1D,41,501596,0,170,33081,38852,485,520,17
LTE,CBI0913-L23,12.9475333,100.8863037,L23-CBI0913-2D,42,501596,0,170,33081,39050,485,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-2A,12,502923,350,30,33092,39050,226,520,17
LTE,CBI1315-L23,13.42371,101.31154,L23-CBI1315-3A,13,502923,350,30,33092,39248,226,520,17
LTE,CBI1320-L23,13.197139,101.258101,L23-CBI1320-1A,11,502929,340,30,33092,38852,76,520,17
LTE,CBI1320-L23,13.197139,101.258101,L23-CBI1320-2A,12,502929,340,30,33092,39050,76,520,17
LTE,CBI1320-L23,13.197139,101.258101,L23-CBI1320-3A,13,502929,340,30,33092,39248,76,520,17
LTE,CBI1311-L23,13.02778,101.08221,L23-CBI1311-2A,12,502919,330,30,33092,39050,159,520,17
LTE,CBI1311-L23,13.02778,101.08221,L23-CBI1311-3A,13,502919,330,30,33092,39248,159,520,17
LTE,CBI1311-L23,13.02778,101.08221,L23-CBI1311-1A,11,502919,330,30,33092,38852,159,520,17
LTE,CBI1319-L23,13.134253,101.15801,L23-CBI1319-1A,11,502928,50,30,33092,38852,14,520,17
LTE,CBI1319-L23,13.134253,101.15801,L23-CBI1319-2A,12,502928,50,30,33092,39050,14,520,17
LTE,CBI1319-L23,13.134253,101.15801,L23-CBI1319-3A,13,502928,50,30,33092,39248,14,520,17
LTE,CBI1331-L23,13.291369,101.164609,L23-CBI1331-1A,11,503176,60,30,33163,38852,314,520,17
LTE,CBI1331-L23,13.291369,101.164609,L23-CBI1331-2A,12,503176,60,30,33163,39050,314,520,17
LTE,CBI1331-L23,13.291369,101.164609,L23-CBI1331-3A,13,503176,60,30,33163,39248,314,520,17
LTE,RYG0730-L23,13.05673,101.17135,L23-RYG0730-1A,11,503183,320,30,33092,38852,73,520,17
LTE,RYG0730-L23,13.05673,101.17135,L23-RYG0730-2A,12,503183,320,30,33092,39050,73,520,17
LTE,RYG0730-L23,13.05673,101.17135,L23-RYG0730-3A,13,503183,320,30,33092,39248,73,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-1B,21,502970,110,30,33082,38852,17,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-2B,22,502970,110,30,33082,39050,17,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-3B,23,502970,110,30,33082,39248,17,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-1C,31,502970,200,30,33082,38852,16,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-2C,32,502970,200,30,33082,39050,16,520,17
LTE,CBI1321-L23,12.60862,100.92638,L23-CBI1321-3C,33,502970,200,30,33082,39248,16,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-1M,131,502970,0,30,33082,38852,43,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-2M,132,502970,0,30,33082,39050,43,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-3M,133,502970,0,30,33082,39248,43,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-1N,141,502970,140,30,33082,38852,44,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-2N,142,502970,140,30,33082,39050,44,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-3N,143,502970,140,30,33082,39248,44,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-1O,151,502970,200,30,33082,38852,42,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-2O,152,502970,200,30,33082,39050,42,520,17
LTE,CBI1321-L23,12.627829,100.96288,L23-CBI1321-3O,153,502970,200,30,33082,39248,42,520,17
LTE,CBI1254-L23,12.65455,100.98153,L23-CBI1254-1A,11,502043,330,30,33082,38852,182,520,17
LTE,CBI1254-L23,12.65455,100.98153,L23-CBI1254-2A,12,502043,330,30,33082,39050,182,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-1A,11,500336,340,30,33081,38852,271,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-2A,12,500336,340,30,33081,39050,271,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-3A,13,500336,340,30,33081,39248,271,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-1B,21,500336,40,30,33081,38852,270,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-2B,22,500336,40,30,33081,39050,270,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-3B,23,500336,40,30,33081,39248,270,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-1C,31,500336,100,30,33081,38852,272,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-2C,32,500336,100,30,33081,39050,272,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-3C,33,500336,100,30,33081,39248,272,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-1D,41,500336,180,30,33081,38852,72,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-2D,42,500336,180,30,33081,39050,72,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-3D,43,500336,180,30,33081,39248,72,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-1E,51,500336,290,30,33081,38852,350,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-2E,52,500336,290,30,33081,39050,350,520,17
LTE,CBI1297-L23,12.96119,100.91872,L23-CBI1297-3E,53,500336,290,30,33081,39248,350,520,17
LTE,CBI0322-L23,12.90443504,100.8943824,L23-CBI0322-1A,11,501061,360,30,33081,38852,436,520,17
LTE,CBI0322-L23,12.90443504,100.8943824,L23-CBI0322-2A,12,501061,360,30,33081,39050,436,520,17
LTE,CBI0322-L23,12.90443504,100.8943824,L23-CBI0322-3A,13,501061,360,30,33081,39248,436,520,17
LTE,CBI0342-L23,12.92854202,100.878401,L23-CBI0342-1A,11,501070,0,30,33081,38852,440,520,17
LTE,CBI0342-L23,12.92854202,100.878401,L23-CBI0342-2A,12,501070,0,30,33081,39050,440,520,17
LTE,CBI0342-L23,12.92854202,100.878401,L23-CBI0342-3A,13,501070,0,30,33081,39248,440,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-1A,11,501071,360,170,33081,38852,471,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-2A,12,501071,360,170,33081,39050,471,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-3A,13,501071,360,170,33081,39248,471,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-1B,21,501071,360,170,33081,38852,472,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-2B,22,501071,360,170,33081,39050,472,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-3B,23,501071,360,170,33081,39248,472,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-1C,31,501071,360,170,33081,38852,473,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-2C,32,501071,360,170,33081,39050,473,520,17
LTE,CBI0343-L23,12.945658,100.89037,L23-CBI0343-3C,33,501071,360,170,33081,39248,473,520,17
LTE,CBI0348-L23,12.84133997,100.9075446,L23-CBI0348-1B,21,501073,0,170,33083,38852,468,520,17
LTE,CBI0348-L23,12.84133997,100.9075446,L23-CBI0348-2B,22,501073,0,170,33083,39050,468,520,17
LTE,CBI0348-L23,12.84133997,100.9075446,L23-CBI0348-3B,23,501073,0,170,33083,39248,468,520,17
LTE,CBI0353-L23,13.315814,100.960283,L23-CBI0353-1A,11,501075,0,170,33162,38852,478,520,17
LTE,CBI0353-L23,13.315814,100.960283,L23-CBI0353-2A,12,501075,0,170,33162,39050,478,520,17
LTE,CBI0353-L23,13.315814,100.960283,L23-CBI0353-3A,13,501075,0,170,33162,39248,478,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-1A,11,501076,0,170,33081,38852,437,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-2A,12,501076,0,170,33081,39050,437,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-3A,13,501076,0,170,33081,39248,437,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-1B,21,501076,0,170,33081,38852,435,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-2B,22,501076,0,170,33081,39050,435,520,17
LTE,CBI0355-L23,12.95585165,100.9039855,L23-CBI0355-3B,23,501076,0,170,33081,39248,435,520,17
LTE,CBI0357-L23,12.92990947,100.8813313,L23-CBI0357-1D,41,500317,360,30,33081,38852,462,520,17
LTE,CBI0357-L23,12.92990947,100.8813313,L23-CBI0357-2D,42,500317,360,30,33081,39050,462,520,17
LTE,CBI0357-L23,12.92990947,100.8813313,L23-CBI0357-3D,43,500317,360,30,33081,39248,462,520,17
LTE,CBI0358-L23,12.94827899,100.885938,L23-CBI0358-1A,11,501458,0,170,33081,38852,436,520,17
LTE,CBI0358-L23,12.94827899,100.885938,L23-CBI0358-2A,12,501458,0,170,33081,39050,436,520,17
LTE,CBI0358-L23,12.94827899,100.885938,L23-CBI0358-3A,13,501458,0,170,33081,39248,436,520,17
LTE,CBI0376-L23,12.93118805,100.8982312,L23-CBI0376-1A,11,501078,360,170,33081,38852,434,520,17
LTE,CBI0376-L23,12.93118805,100.8982312,L23-CBI0376-2A,12,501078,360,170,33081,39050,434,520,17
LTE,CBI0376-L23,12.93118805,100.8982312,L23-CBI0376-3A,13,501078,360,170,33081,39248,434,520,17
LTE,CBI0361B-L23,12.93396225,100.8833429,L23-CBI0361-1G,71,502066,360,30,33081,38852,443,520,17
LTE,CBI0361B-L23,12.93396225,100.8833429,L23-CBI0361-2G,72,502066,360,30,33081,39050,443,520,17
LTE,CBI0361B-L23,12.93396225,100.8833429,L23-CBI0361-3G,73,502066,360,30,33081,39248,443,520,17
LTE,CBI0361B-L23,12.93396225,100.8833429,L23-CBI0361-1H,81,502066,360,30,33081,38852,447,520,17
