SYSTEM,SITE,LAT,LON,CELL_NAME,CID,DIR,ANT_BW,LAC,MCC,MNC,EUARFCN,PCI
LTE,BKK7849,13.75007,100.58813,L23-BKK7849-2A,12,30,30,31023,520,17,39050,73
LTE,BKK7849,13.75007,100.58813,L23-BKK7849-1A,11,30,30,31023,520,17,38852,73
LTE,BKK7933,13.77253,100.57726,L23-BKK7933-2A,12,30,30,31021,520,17,39050,24
LTE,BKK7933,13.77253,100.57726,L23-BKK7933-1A,11,30,30,31021,520,17,38852,24
LTE,BKK7933,13.77253,100.57726,L23-BKK7933-3A,13,30,30,31021,520,17,39248,24
LTE,BKK7996,13.746491,100.587703,L23-BKK7996-1A,11,0,30,31023,520,17,38852,18
LTE,BKK7996,13.746491,100.587703,L23-BKK7996-2A,12,0,30,31023,520,17,39050,18
LTE,BKK7996,13.746491,100.587703,L23-BKK7996-3A,13,0,30,31023,520,17,39248,18
LTE,BKK7803,13.76679,100.58218,L23-BKK7803-1A,11,15,30,31023,520,17,38852,218
LTE,BKK7803,13.76679,100.58218,L23-BKK7803-2A,12,15,30,31023,520,17,39050,218
LTE,BKK7803,13.76679,100.58218,L23-BKK7803-3A,13,15,30,31023,520,17,39248,218
LTE,BKKA060,13.753817,100.57006,L23-BKKA060-2A,12,30,30,31021,520,17,39050,232
LTE,BKKA060,13.753817,100.57006,L23-BKKA060-1A,11,30,30,31021,520,17,38852,232
LTE,BKKA060,13.753817,100.57006,L23-BKKA060-3A,13,30,30,31021,520,17,39248,232
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-3A,13,140,30,31021,520,17,39248,413
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-2A,12,140,30,31021,520,17,39050,413
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-1A,11,140,30,31021,520,17,38852,413
LTE,BKKA024,13.77867,100.57873,L23-BKKA024-1A,11,0,30,31021,520,17,38852,87
LTE,BKKA024,13.77867,100.57873,L23-BKKA024-3A,13,0,30,31021,520,17,39248,87
LTE,BKKA024,13.77867,100.57873,L23-BKKA024-2A,12,0,30,31021,520,17,39050,87
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-1D,41,245,30,33052,520,17,38852,165
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-2D,42,245,30,33052,520,17,39050,165
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-3D,43,245,30,33052,520,17,39248,165
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-3E,53,295,30,33052,520,17,39248,305
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-2E,52,295,30,33052,520,17,39050,305
LTE,BKK0172,13.747751,100.57029,L23-BKK0172-1E,51,295,30,33052,520,17,38852,305
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-3F,63,30,170,31021,520,17,39248,172
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-1F,61,30,170,31021,520,17,38852,172
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-2F,62,30,170,31021,520,17,39050,172
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-2G,72,240,170,31021,520,17,39050,227
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-1G,71,240,170,31021,520,17,38852,227
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-3G,73,240,170,31021,520,17,39248,227
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-3H,83,300,170,31021,520,17,39248,387
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-1H,81,300,170,31021,520,17,38852,387
LTE,BKK2000,13.77012601,100.573547,L23-BKK2000-2H,82,300,170,31021,520,17,39050,387
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-2B,22,260,30,31021,520,17,39050,412
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-1B,21,260,30,31021,520,17,38852,412
LTE,BKK7995,13.75348,100.564725,L23-BKK7995-3B,23,260,30,31021,520,17,39248,412
LTE,BKK6095,13.78995,100.57448,L23-BKK6095-1A,11,130,30,31021,520,17,38852,419
LTE,BKK6095,13.78995,100.57448,L23-BKK6095-3A,13,130,30,31021,520,17,39248,419
LTE,BKK6095,13.78995,100.57448,L23-BKK6095-2A,12,130,30,31021,520,17,39050,419
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-1A,11,0,30,31021,520,17,38852,135
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-2A,12,0,30,31021,520,17,39050,135
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-3A,13,0,30,31021,520,17,39248,135
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-3B,23,70,30,31021,520,17,39248,136
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-2B,22,70,30,31021,520,17,39050,136
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-1B,21,70,30,31021,520,17,38852,136
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-1C,31,150,30,31021,520,17,38852,38
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-2C,32,150,30,31021,520,17,39050,38
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-3C,33,150,30,31021,520,17,39248,38
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-3D,43,210,30,31021,520,17,0,37
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-2D,42,210,30,31021,520,17,39050,37
LTE,BKK6560,13.77737,100.57575,L23-BKK6560-1D,41,210,30,31021,520,17,38852,37
LTE,BKK1396,13.74796218,100.5685164,L23-BKK1396-3B,23,360,170,33052,520,17,39248,473
LTE,BKK1396,13.74796218,100.5685164,L23-BKK1396-2B,22,360,170,33052,520,17,39050,473
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1M,131,360,170,31021,520,17,38852,435
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1N,141,360,170,31021,520,17,38852,463
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-3N,143,360,170,31021,520,17,39248,463
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-3P,163,360,170,31021,520,17,39248,464
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-2P,162,360,170,31021,520,17,39050,464
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-2Q,172,360,170,31021,520,17,39050,468
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-2K,112,360,170,31021,520,17,39050,460
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-3K,113,360,170,31021,520,17,39248,460
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1K,111,360,170,31021,520,17,38852,460
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1D,41,360,170,31021,520,17,38852,469
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-3E,53,360,170,31021,520,17,39248,459
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1E,51,360,170,31021,520,17,38852,459
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-1H,81,360,170,31021,520,17,38852,457
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-3H,83,360,170,31021,520,17,39248,457
LTE,BKK4019,13.75183057,100.5725166,L23-BKK4019-2H,82,360,170,31021,520,17,39050,457
LTE,BKK1839,13.77910408,100.5738937,L23-BKK1839-1A,11,360,170,33052,520,17,38852,464
LTE,BKK1839,13.77910408,100.5738937,L23-BKK1839-2A,12,360,170,33052,520,17,39050,464
LTE,BKK1839,13.77910408,100.5738937,L23-BKK1839-3A,13,360,170,33052,520,17,39248,464
LTE,BKK1841,13.7578516,100.5655953,L23-BKK1841-1A,11,360,170,33052,520,17,38852,479
LTE,BKK1841,13.7578516,100.5655953,L23-BKK1841-2A,12,360,170,33052,520,17,39050,479
LTE,BKK1841,13.7578516,100.5655953,L23-BKK1841-3A,13,360,170,33052,520,17,39248,479
LTE,BKK1842,13.74953764,100.5638201,L23-BKK1842-1A,11,360,170,33052,520,17,38852,466
LTE,BKK1842,13.74953764,100.5638201,L23-BKK1842-2A,12,360,170,33052,520,17,39050,466
LTE,BKK1842,13.74953764,100.5638201,L23-BKK1842-3A,13,360,170,33052,520,17,39248,466
LTE,BKK1837,13.79961643,100.5749098,L23-BKK1837-1A,11,360,170,33052,520,17,38852,443
LTE,BKK1837,13.79961643,100.5749098,L23-BKK1837-2A,12,360,170,33052,520,17,39050,443
LTE,BKK1837,13.79961643,100.5749098,L23-BKK1837-3A,13,360,170,33052,520,17,39248,443
LTE,BKK1838,13.79048992,100.5744324,L23-BKK1838-1A,11,360,170,33052,520,17,38852,462
LTE,BKK1838,13.79048992,100.5744324,L23-BKK1838-2A,12,360,170,33052,520,17,39050,462
LTE,BKK1838,13.79048992,100.5744324,L23-BKK1838-3A,13,360,170,33052,520,17,39248,462
