SYSTEM	SITE	LAT	LON	CELL_NAME	CID	DIR	ANT_BW	LAC	MCC	MNC	EARFCN	PCI
LTE	CBI0004-L23	13.449444	100.995555	L23-CBI0004-2B	22	130	30	33161	520	17	39050                                                       	403
LTE	CBI1366-L23	13.229238	100.960118	L23-CBI1366-3D	43	200	30	33093	520	17	39248                                                       	147
LTE	CBI0899-L23	13.096111	100.995277	L23-CBI0899-2B	22	85	30	33091	520	17	39050                                                       	32
LTE	CBI0281-L23	13.492777	101.232222	L23-CBI0281-3A	13	30	30	33033	520	17	39248                                                       	89
LTE	CBI1027-L23	13.312222	100.963333	L23-CBI1027-2B	22	110	30	33162	520	17	39050                                                       	262
LTE	CBI0501-L23	12.910566	100.929776	L23-CBI0501-1B	21	120	30	33081	520	17	38852                                                       	342
LTE	CBI0577-L23	13.175277	101.005833	L23-CBI0577-2B	22	120	30	33093	520	17	39050                                                       	218
LTE	CBI0703-L23	13.097975	101.169012	L23-CBI0703-3B	23	150	30	33092	520	17	39248                                                       	46
LTE	CBI0486-L23	13.178996	100.928999	L23-CBI0486-2D	42	0	30	33091	520	17	39050                                                       	491
LTE	CBI1178-L23	13.40631	101.041582	L23-CBI1178-3F	63	0	30	33163	520	17	39248                                                       	452
LTE	CBI0897-L23	13.429444	101.166944	L23-CBI0897-1A	11	0	30	33033	520	17	38852                                                       	152
LTE	CBI1395-L23	13.389525	100.986314	L23-CBI1395-3C	33	120	30	33161	520	17	39248                                                       	387
LTE	CBI0155-L23	12.688604	100.9822164	L23-CBI0155-3A	13	10	30	33082	520	17	39248                                                       	77
LTE	CBI1282-L23	13.10299	100.92187	L23-CBI1282-2C	32	190	30	33091	520	17	39050                                                       	282
LTE	CBI1322-L23	12.92844	100.88374	L23-CBI1322-3A	13	330	30	33081	520	17	39248                                                       	242
LTE	CBI0239-L23	13.368888	100.981666	L23-CBI0239-1C	31	120	30	33161	520	17	38852                                                       	65
LTE	CBI0176-L23	12.970833	100.906388	L23-CBI0176-3D	43	190	30	33081	520	17	39248                                                       	71
LTE	CBI0234-L23	13.454444	101.027777	L23-CBI0234-3A	13	330	30	33161	520	17	39248                                                       	46
LTE	CBI0144-L23	13.339146	100.973249	L23-CBI0144-1C	31	150	30	33162	520	17	38852                                                       	148
LTE	CBI0102-L23	13.121411	100.897726	L23-CBI0102-3D	43	120	30	33091	520	17	39248                                                       	304
LTE	CBI0034-L23	13.095277	100.963611	L23-CBI0034-1C	31	140	30	33091	520	17	38852                                                       	134
LTE	CBI0336-L23	12.878055	100.8875	L23-CBI0336-1A	11	60	30	33083	520	17	38852                                                       	49
LTE	CBI0027-L23	13.281111	101.4275	L23-CBI0027-3D	43	280	30	33121	520	17	39248                                                       	96
LTE	CBI0156-L23	12.924481	100.781917	L23-CBI0156-2C	32	150	30	33081	520	17	39050                                                       	168
LTE	CBI0292-L23	12.679722	100.929166	L23-CBI0292-1C	31	210	30	33082	520	17	38852                                                       	259
LTE	CBI0071-L23	13.441612	101.029908	L23-CBI0071-1B	21	60	30	33161	520	17	38852                                                       	210
LTE	CBI0221-L23	12.610277	100.948611	L23-CBI0221-3A	13	350	30	33082	520	17	39248                                                       	14
LTE	CBI0959-L23	13.357222	101.013888	L23-CBI0959-3A	13	20	30	33163	520	17	39248                                                       	419
LTE	CBI0451-L23	13.22323	101.4386	L23-CBI0451-1B	21	120	30	33121	520	17	38852                                                       	13
LTE	CBI0935-L23	12.9425	100.932777	L23-CBI0935-3C	33	220	30	33081	520	17	39248                                                       	295
LTE	RYG0086-L23	13.037092	101.149356	L23-RYG0086-1C	31	170	30	33092	520	17	38852                                                       	260
LTE	CBI1120-L23	13.213333	100.951666	L23-CBI1120-2C	32	210	30	33093	520	17	39050                                                       	50
LTE	CBI0360-L23	13.3350689	100.9704927	L23-CBI0360-3C	33	0	30	33162	520	17	39248                                                       	437
LTE	CBI0586-L23	13.336358	100.956928	L23-CBI0586-1C	31	200	30	33162	520	17	38852                                                       	420
LTE	CBI0404-L23	12.673055	100.903333	L23-CBI0404-3D	43	230	30	33082	520	17	39248                                                       	423
LTE	CBI0606-L23	13.335833	101.103611	L23-CBI0606-3B	23	10	30	33163	520	17	39248                                                       	42
LTE	CBI1368-L23	13.340853	100.967394	L23-CBI1368-1A	11	30	30	33162	520	17	38852                                                       	214
LTE	CBI1167-L23	13.288333	100.955555	L23-CBI1167-1B	21	50	30	33162	520	17	38852                                                       	63
LTE	CBI0450-L23	13.42237	101.22276	L23-CBI0450-3B	23	170	30	33033	520	17	39248                                                       	390
LTE	CBI0602-L23	13.128888	100.934444	L23-CBI0602-2D	42	240	30	33091	520	17	39050                                                       	179
LTE	CBI1044-L23	12.991666	100.9375	L23-CBI1044-1A	11	30	30	33083	520	17	38852                                                       	333
LTE	CBI0986-L23	13.169722	100.943055	L23-CBI0986-2B	22	180	30	33091	520	17	39050                                                       	319
LTE	CBI0143-L23	13.113888	100.925	L23-CBI0143-2D	42	250	30	33091	520	17	39050                                                       	406
LTE	CBI0908-L23	13.38307	101.24921	L23-CBI0908-2B	22	130	30	33092	520	17	39050                                                       	137
LTE	CBI0302-L23	13.036944	101.114722	L23-CBI0302-1F	61	235	30	33092	520	17	38852                                                       	151
LTE	CBI1152-L23	13.45817	101.25159	L23-CBI1152-2A	12	340	30	33033	520	17	39050                                                       	186
LTE	CBI1216-L23	13.44903	101.11808	L23-CBI1216-1A	11	330	30	33163	520	17	38852                                                       	322
LTE	CBI1270-L23	13.363415	100.976984	L23-CBI1270-2D	42	290	30	33161	520	17	39050                                                       	71
LTE	CBI1211-L23	13.02894	101.10323	L23-CBI1211-1B	21	80	30	33092	520	17	38852                                                       	224
LTE	CBI0047-L23	13.236944	101.004166	L23-CBI0047-3C	33	260	30	33093	520	17	39248                                                       	298
LTE	CBI0566-L23	13.090833	101.115277	L23-CBI0566-1B	21	100	30	33092	520	17	38852                                                       	194
LTE	CBI0016-L23	12.66504	100.900313	L23-CBI0016-3C	33	220	30	33082	520	17	39248                                                       	290
LTE	CBI0090-L23	12.690277	100.953888	L23-CBI0090-3C	33	180	30	33082	520	17	39248                                                       	104
LTE	CBI1273-L23	13.0637	101.0877	L23-CBI1273-3C	33	270	30	33092	520	17	39248                                                       	273
LTE	CBI0090-L23	12.690277	100.953888	L23-CBI0090-3B	23	100	30	33082	520	17	39248                                                       	102
LTE	CBI0422-L23	13.299746	101.158976	L23-CBI0422-1B	21	100	30	33163	520	17	38852                                                       	140
LTE	CBI0956-L23	13.42365	101.04802	L23-CBI0956-1A	11	0	30	33163	520	17	38852                                                       	243
LTE	CBI0852-L23	13.42358	101.10965	L23-CBI0852-1F	61	260	30	33163	520	17	38852                                                       	25
LTE	CBI0565-L23	13.117222	101.002777	L23-CBI0565-2D	42	210	30	33091	520	17	39050                                                       	183
LTE	CBI0512-L23	13.376944	101.027222	L23-CBI0512-1B	21	120	30	33163	520	17	38852                                                       	154
LTE	CBI1132-L23	12.93275	100.88739	L23-CBI1132-1B	21	80	30	33081	520	17	38852                                                       	375
LTE	CBI0848-L23	12.8825	100.912222	L23-CBI0848-1C	31	180	30	33083	520	17	38852                                                       	256
LTE	CBI1069-L23	13.476944	101.063333	L23-CBI1069-1C	31	230	30	33163	520	17	38852                                                       	298
LTE	CBI0292-L23	12.679722	100.929166	L23-CBI0292-1A	11	340	30	33082	520	17	38852                                                       	260
LTE	CBI1288-L23	13.11034	101.3771	L23-CBI1288-1B	21	140	30	33121	520	17	38852                                                       	272
LTE	CBI0422-L23	13.299746	101.158976	L23-CBI0422-2C	32	160	30	33163	520	17	39050                                                       	138
LTE	CBI0963-L23	13.431666	100.9875	L23-CBI0963-3C	33	270	30	33161	520	17	39248                                                       	333
LTE	CBI0134-L23	13.162777	100.938333	L23-CBI0134-1B	21	90	30	33091	520	17	38852                                                       	160
LTE	CBI0359-L23	12.936111	100.883611	L23-CBI0359-3A	13	355	30	33081	520	17	39248                                                       	175
LTE	CBI0763-L23	12.935833	100.919166	L23-CBI0763-3E	53	270	30	33081	520	17	39248                                                       	191
LTE	CBI0185-L23	12.64735	100.962744	L23-CBI0185-1B	21	180	30	33082	520	17	38852                                                       	93
LTE	CBI0756-L23	12.920277	100.889444	L23-CBI0756-1C	31	180	30	33081	520	17	38852                                                       	119
LTE	CBI0657-L23	13.090088	100.922309	L23-CBI0657-1A	11	330	30	33091	520	17	38852                                                       	30
LTE	CBI0221-L23	12.610277	100.948611	L23-CBI0221-3B	23	150	30	33082	520	17	39248                                                       	12
LTE	CBI0577-L23	13.175277	101.005833	L23-CBI0577-3A	13	340	30	33093	520	17	39248                                                       	216
LTE	CBI0713-L23	13.373763	101.340773	L23-CBI0713-1B	21	150	30	33092	520	17	38852                                                       	378
LTE	CBI0158-L23	13.400555	101.008888	L23-CBI0158-3C	33	150	30	33161	520	17	39248                                                       	313
LTE	CBI0592-L23	13.336205	100.95583	L23-CBI0592-1A	11	30	30	33162	520	17	38852                                                       	198
LTE	CBI1178-L23	13.40631	101.041582	L23-CBI1178-1E	51	0	30	33163	520	17	38852                                                       	451
LTE	CBI0259-L23	12.886666	100.879444	L23-CBI0259-2C	32	300	30	33083	520	17	39050                                                       	422
LTE	CBI0584-L23	12.925215	100.870683	L23-CBI0584-3C	33	70	30	33081	520	17	39248                                                       	405
LTE	CBI0808-L23	12.914722	100.896111	L23-CBI0808-1F	61	330	30	33081	520	17	38852                                                       	394
LTE	CBI0300-L23	12.825277	100.9175	L23-CBI0300-1D	41	210	30	33083	520	17	38852                                                       	97
LTE	CBI0301-L23	13.08	101.000277	L23-CBI0301-2A	12	10	30	33091	520	17	39050                                                       	192
LTE	CBI1230-L23	13.43841	101.103068	L23-CBI1230-3C	33	250	30	33163	520	17	39248                                                       	407
LTE	CBI0942-L23	13.089722	101.013611	L23-CBI0942-1A	11	10	30	33091	520	17	38852                                                       	36
LTE	CBI0697-L23	12.906666	100.909722	L23-CBI0697-2A	12	20	30	33081	520	17	39050                                                       	406
LTE	CBI0690-L23	12.936666	100.909166	L23-CBI0690-3A	13	20	30	33081	520	17	39248                                                       	419
LTE	CBI0602-L23	13.128888	100.934444	L23-CBI0602-1A	11	0	30	33091	520	17	38852                                                       	330
LTE	CBI0135-L23	12.921388	100.939444	L23-CBI0135-1A	11	50	30	33083	520	17	38852                                                       	345
LTE	CBI0550-L23	13.063888	101.033888	L23-CBI0550-2E	52	300	30	33092	520	17	39050                                                       	128
LTE	CBI1017-L23	12.999166	100.990277	L23-CBI1017-1D	41	290	30	33083	520	17	38852                                                       	182
LTE	CBI1301-L23	13.28421	100.93191	L23-CBI1301-3C	33	180	30	33162	520	17	39248                                                       	47
LTE	CBI0073-L23	13.414166	101.330833	L23-CBI0073-1C	31	180	30	33092	520	17	38852                                                       	317
LTE	CBI0263-L23	12.918055	100.990833	L23-CBI0263-2A	12	0	30	33083	520	17	39050                                                       	366
LTE	CBI0884-L23	13.02167	101.07833	L23-CBI0884-2A	12	10	30	33092	520	17	39050                                                       	312
LTE	CBI0738-L23	12.915555	100.903888	L23-CBI0738-1B	21	60	30	33081	520	17	38852                                                       	283
LTE	CBI0955-L23	13.40303	101.11647	L23-CBI0955-3B	23	80	30	33163	520	17	39248                                                       	52
LTE	CBI0556-L23	13.446379	101.034087	L23-CBI0556-1E	51	270	30	33161	520	17	38852                                                       	162
LTE	CBI0869-L23	13.437222	101.022777	L23-CBI0869-2B	22	90	30	33161	520	17	39050                                                       	254
LTE	CBI0696-L23	12.948888	100.914444	L23-CBI0696-1C	31	260	30	33081	520	17	38852                                                       	184
LTE	CBI0150-L23	12.963888	100.889166	L23-CBI0150-2C	32	120	30	33081	520	17	39050                                                       	279
LTE	CBI1285-L23	13.09956	100.8827	L23-CBI1285-3B	23	90	30	33091	520	17	39248                                                       	82
LTE	CBI0217-L23	13.103611	101.009166	L23-CBI0217-3B	23	40	30	33091	520	17	39248                                                       	353
LTE	CBI1053-L23	12.73028	100.91122	L23-CBI1053-3C	33	230	30	33083	520	17	39248                                                       	400
LTE	CBI0979-L23	13.435062	101.013536	L23-CBI0979-1C	31	150	30	33161	520	17	38852                                                       	235
LTE	CBI0689-L23	12.925277	100.903333	L23-CBI0689-2C	32	290	30	33081	520	17	39050                                                       	60
LTE	CBI0064-L23	13.31198	100.91395	L23-CBI0064-3I	93	250	30	33162	520	17	39248                                                       	341
LTE	CBI1369-L23	12.90542	100.89674	L23-CBI1369-1B	21	80	30	33081	520	17	38852                                                       	329
LTE	CBI0552-L23	13.443333	101.096388	L23-CBI0552-2B	22	60	30	33163	520	17	39050                                                       	172
LTE	CBI1407-L23	12.59678	100.96148	L23-CBI1407-1C	31	150	30	33082	520	17	38852                                                       	36
LTE	CBI0854-L23	13.413611	100.996388	L23-CBI0854-1D	41	270	30	33161	520	17	38852                                                       	52
LTE	CBI0423-L23	13.147222	101.006944	L23-CBI0423-1D	41	200	30	33091	520	17	38852                                                       	275
LTE	CBI1208-L23	13.36841	100.99686	L23-CBI1208-2A	12	340	30	33161	520	17	39050                                                       	199
LTE	CBI0326-L23	12.93429485	100.894864	L23-CBI0326-1A	11	0	30	33081	520	17	38852                                                       	439
LTE	CBI0809-L23	12.870555	100.904166	L23-CBI0809-3C	33	150	30	33083	520	17	39248                                                       	18
LTE	CBI0558-L23	13.453055	101.060277	L23-CBI0558-1C	31	150	30	33163	520	17	38852                                                       	311
LTE	CBI0046-L23	12.841944	101.012777	L23-CBI0046-3B	23	205	30	33083	520	17	39248                                                       	41
LTE	CBI0830-L23	13.05027	100.91894	L23-CBI0830-3C	33	270	30	33091	520	17	39248                                                       	263
LTE	CBI0416-L23	13.436111	101.255	L23-CBI0416-2B	22	120	30	33092	520	17	39050                                                       	94
LTE	CBI0236-L23	13.03667	101.07778	L23-CBI0236-2E	52	240	30	33092	520	17	39050                                                       	244
LTE	CBI0819-L23	13.046666	100.938611	L23-CBI0819-3C	33	200	30	33091	520	17	39248                                                       	93
LTE	CBI0892-L23	13.29046	100.93002	L23-CBI0892-1E	51	350	30	33162	520	17	38852                                                       	331
LTE	CBI1235-L23	13.422222	101.032222	L23-CBI1235-2C	32	130	30	33161	520	17	39050                                                       	170
LTE	CBI0715-L23	12.923333	100.898333	L23-CBI0715-3E	53	220	30	33081	520	17	39248                                                       	205
LTE	CBI0650-L23	13.44	101.053888	L23-CBI0650-3B	23	150	30	33163	520	17	39248                                                       	346
LTE	CBI1235-L23	13.422222	101.032222	L23-CBI1235-2B	22	60	30	33161	520	17	39050                                                       	168
LTE	CBI0332-L23	12.927198	100.875894	L23-CBI0332-3A	13	360	30	33081	520	17	39248                                                       	438
LTE	CBI0413-L23	13.3325	101.137777	L23-CBI0413-1B	21	70	30	33163	520	17	38852                                                       	17
LTE	CBI0305-L23	13.081944	100.901388	L23-CBI0305-1D	41	210	30	33091	520	17	38852                                                       	289
LTE	CBI1318-L23	13.14354	100.9132	L23-CBI1318-1B	21	70	30	33091	520	17	38852                                                       	82
LTE	CBI0022-L23	13.189722	100.950277	L23-CBI0022-1C	31	200	30	33091	520	17	38852                                                       	44
LTE	CBI0223-L23	13.155277	101.175277	L23-CBI0223-2A	12	330	30	33092	520	17	39050                                                       	167
LTE	CBI1106-L23	13.4625	101.03	L23-CBI1106-3B	23	110	30	33161	520	17	39248                                                       	354
LTE	CBI1192-L23	13.252084	101.239163	L23-CBI1192-2A	12	340	30	33092	520	17	39050                                                       	232
LTE	CBI0925-L23	13.279353	100.926035	L23-CBI0925-3C	33	305	30	33162	520	17	39248                                                       	124
LTE	CBI0618-L23	12.833611	100.913611	L23-CBI0618-3E	53	300	30	33083	520	17	39248                                                       	83
LTE	CBI1239-L23	13.27262	100.92382	L23-CBI1239-3C	33	220	30	33162	520	17	39248                                                       	407
LTE	CBI0032-L23	13.166388	100.93	L23-CBI0032-1B	21	40	30	33091	520	17	38852                                                       	130
LTE	CBI0273-L23	13.400555	101.494722	L23-CBI0273-1B	21	180	30	33073	520	17	38852                                                       	335
LTE	CBI1352-L23	13.304835	101.135142	L23-CBI1352-1D	41	250	30	33163	520	17	38852                                                       	148
LTE	CBI0622-L23	13.171666	100.958611	L23-CBI0622-1D	41	270	30	33091	520	17	38852                                                       	61
LTE	CBI1046-L23	13.055	101.0625	L23-CBI1046-2B	22	150	30	33092	520	17	39050                                                       	264
LTE	CBI0781-L23	13.13139	101.00636	L23-CBI0781-3B	23	100	30	33091	520	17	39248                                                       	283
LTE	CBI0927-L23	13.275277	100.928333	L23-CBI0927-2K	112	220	30	33162	520	17	39050                                                       	126
LTE	CBI0047-L23	13.236944	101.004166	L23-CBI0047-2A	12	20	30	33093	520	17	39050                                                       	297
LTE	CBI0024-L23	13.159444	100.81	L23-CBI0024-1D	41	230	30	33091	520	17	38852                                                       	46
LTE	CBI1132-L23	12.93275	100.88739	L23-CBI1132-2A	12	0	30	33081	520	17	39050                                                       	377
LTE	CBI1287-L23	13.44991	101.01722	L23-CBI1287-1C	31	110	30	33161	520	17	38852                                                       	20
LTE	CBI0914-L23	12.89532	100.94808	L23-CBI0914-3B	23	130	30	33083	520	17	39248                                                       	86
LTE	CBI0026-L23	13.381111	100.990833	L23-CBI0026-3D	43	170	30	33161	520	17	39248                                                       	18
LTE	CBI0708-L23	13.55396	101.12714	L23-CBI0708-2B	22	160	30	33033	520	17	39050                                                       	222
LTE	CBI1271-L23	13.34972	100.98021	L23-CBI1271-2D	42	250	30	33161	520	17	39050                                                       	235
LTE	CBI0202-L23	13.320555	100.946944	L23-CBI0202-1C	31	170	30	33162	520	17	38852                                                       	294
LTE	CBI1228-L23	13.428611	101.0125	L23-CBI1228-2B	22	40	30	33161	520	17	39050                                                       	276
LTE	CBI0957-L23	13.286944	100.992222	L23-CBI0957-2D	42	270	30	33163	520	17	39050                                                       	206
LTE	CBI1075-L23	12.939166	100.993888	L23-CBI1075-2C	32	180	30	33083	520	17	39050                                                       	327
LTE	CBI0499-L23	12.915833	100.915555	L23-CBI0499-2B	22	120	30	33081	520	17	39050                                                       	324
LTE	CBI0612-L23	13.306388	101.126666	L23-CBI0612-3C	33	210	30	33163	520	17	39248                                                       	81
LTE	CBI0148-L23	12.675833	100.887222	L23-CBI0148-1C	31	240	30	33082	520	17	38852                                                       	111
LTE	CBI0640-L23	13.058402	100.889309	L23-CBI0640-1A	11	20	30	33091	520	17	38852                                                       	363
LTE	CBI1403-L23	13.057113	101.04925	L23-CBI1403-2F	62	330	30	33092	520	17	39050                                                       	237
LTE	CBI0784-L23	13.241944	100.936666	L23-CBI0784-1E	51	260	30	33162	520	17	38852                                                       	236
LTE	CBI0265-L23	13.2475	101.629166	L23-CBI0265-3A	13	0	30	33121	520	17	39248                                                       	404
LTE	CBI1368-L23	13.340853	100.967394	L23-CBI1368-2F	62	330	30	33162	520	17	39050                                                       	221
LTE	CBI0661-L23	12.87017	100.891511	L23-CBI0661-1B	21	140	30	33083	520	17	38852                                                       	234
LTE	CBI0162-L23	13.177797	100.939006	L23-CBI0162-1B	21	70	30	33091	520	17	38852                                                       	57
LTE	CBI0250-L23	13.171944	100.933055	L23-CBI0250-2C	32	195	30	33091	520	17	39050                                                       	347
LTE	CBI0739-L23	12.946666	100.903333	L23-CBI0739-3D	43	210	30	33081	520	17	39248                                                       	428
LTE	CBI1123-L23	12.950387	100.888742	L23-CBI1123-1N	141	0	30	33081	520	17	38852                                                       	466
LTE	CBI1107-L23	12.925555	100.880833	L23-CBI1107-3B	23	170	30	33081	520	17	39248                                                       	396
LTE	CBI0977-L23	13.43023	101.00222	L23-CBI0977-1C	31	220	30	33161	520	17	38852                                                       	258
LTE	CBI0074-L23	12.667777	100.932777	L23-CBI0074-3E	53	260	30	33082	520	17	39248                                                       	373
LTE	CBI1322-L23	12.92844	100.88374	L23-CBI1322-3E	53	210	30	33081	520	17	39248                                                       	237
LTE	CBI0447-L23	13.567978	101.116023	L23-CBI0447-1B	21	120	30	33033	520	17	38852                                                       	240
LTE	CBI0321-L23	13.169146	100.930673	L23-CBI0321-2Q	172	295	30	33091	520	17	39050                                                       	233
LTE	CBI0927-L23	13.275277	100.928333	L23-CBI0927-2H	82	300	30	33162	520	17	39050                                                       	140
LTE	CBI0844-L23	13.320277	101.297777	L23-CBI0844-1B	21	100	30	33092	520	17	38852                                                       	371
LTE	CBI0139-L23	13.310277	101.488611	L23-CBI0139-1B	21	110	30	33121	520	17	38852                                                       	420
LTE	CBI0446-L23	13.231904	101.113998	L23-CBI0446-2C	32	220	30	33163	520	17	39050                                                       	110
LTE	CBI0862-L23	13.35	101.008611	L23-CBI0862-1C	31	210	30	33163	520	17	38852                                                       	334
LTE	CBI0565-L23	13.117222	101.002777	L23-CBI0565-2F	62	330	30	33091	520	17	39050                                                       	185
LTE	CBI0429-L23	13.128055	100.927222	L23-CBI0429-2B	22	150	30	33091	520	17	39050                                                       	15
LTE	CBI0314-L23	13.41355	101.06208	L23-CBI0314-2F	62	300	30	33163	520	17	39050                                                       	81
LTE	CBI1086-L23	13.119722	100.926666	L23-CBI1086-1C	31	90	30	33091	520	17	38852                                                       	157
LTE	CBI0957-L23	13.286944	100.992222	L23-CBI0957-1B	21	90	30	33163	520	17	38852                                                       	365
LTE	CBI0096-L23	12.924357	100.87229	L23-CBI0096-3B	23	150	30	33081	520	17	39248                                                       	127
LTE	CBI0932-L23	13.386388	100.988055	L23-CBI0932-2C	32	120	30	33161	520	17	39050                                                       	390
LTE	CBI1357-L23	13.321424	101.113713	L23-CBI1357-2C	32	120	30	33163	520	17	39050                                                       	390
LTE	CBI0779-L23	13.336111	100.943888	L23-CBI0779-2C	32	220	30	33162	520	17	39050                                                       	254
LTE	CBI0651-L23	13.380833	101.055	L23-CBI0651-3B	23	90	30	33163	520	17	39248                                                       	389
LTE	CBI0560-L23	13.445555	101.062222	L23-CBI0560-3C	33	265	30	33163	520	17	39248                                                       	188
LTE	CBI0190-L23	13.425	101.202222	L23-CBI0190-2C	32	165	30	33033	520	17	39050                                                       	163
LTE	CBI0401-L23	13.117222	101.101111	L23-CBI0401-3C	33	230	30	33092	520	17	39248                                                       	19
LTE	CBI1271-L23	13.34972	100.98021	L23-CBI1271-1E	51	310	30	33161	520	17	38852                                                       	243
LTE	CBI1167-L23	13.288333	100.955555	L23-CBI1167-2A	12	320	30	33162	520	17	39050                                                       	65
LTE	CBI1323-L23	13.294708	100.90641	L23-CBI1323-2A	12	140	30	33162	520	17	39050                                                       	138
LTE	CBI0702-L23	13.322777	100.961944	L23-CBI0702-2C	32	120	30	33162	520	17	39050                                                       	302
LTE	CBI0964-L23	13.140833	100.939166	L23-CBI0964-3C	33	230	30	33091	520	17	39248                                                       	71
LTE	CBI0749-L23	12.923611	100.909444	L23-CBI0749-1C	31	270	30	33081	520	17	38852                                                       	139
LTE	CBI0299-L23	13.32981311	100.9465375	L23-CBI0299-1A	11	0	30	33162	520	17	38852                                                       	375
LTE	CBI0683-L23	12.881666	100.9025	L23-CBI0683-1C	31	120	30	33083	520	17	38852                                                       	3
LTE	CBI0453-L23	13.1946	101.423002	L23-CBI0453-2C	32	250	30	33121	520	17	39050                                                       	172
LTE	CBI0739-L23	12.946666	100.903333	L23-CBI0739-1D	41	210	30	33081	520	17	38852                                                       	428
LTE	CBI0179-L23	12.756944	100.859444	L23-CBI0179-3A	13	0	30	33083	520	17	39248                                                       	307
LTE	CBI0761-L23	12.858888	100.913333	L23-CBI0761-3C	33	170	30	33083	520	17	39248                                                       	162
LTE	CBI0976-L23	13.090277	101.088611	L23-CBI0976-1C	31	250	30	33092	520	17	38852                                                       	428
LTE	CBI0634-L23	13.362222	101.263333	L23-CBI0634-2C	32	300	30	33092	520	17	39050                                                       	43
LTE	CBI0222-L23	12.635277	100.94	L23-CBI0222-3A	13	0	30	33082	520	17	39248                                                       	86
LTE	CBI1255-L23	13.284933	100.923176	L23-CBI1255-3B	23	0	30	33162	520	17	39248                                                       	458
LTE	CBI0226-L23	13.10178	100.916072	L23-CBI0226-3B	23	90	30	33091	520	17	39248                                                       	299
LTE	CBI0349-L23	12.94934169	100.8943918	L23-CBI0349-3A	13	0	30	33081	520	17	39248                                                       	433
LTE	CBI0236-L23	13.03667	101.07778	L23-CBI0236-1B	21	45	30	33092	520	17	38852                                                       	263
LTE	CBI0875-L23	13.111388	100.958611	L23-CBI0875-2D	42	190	30	33091	520	17	39050                                                       	102
LTE	CBI0760-L23	13.460833	101.229166	L23-CBI0760-2B	22	100	30	33033	520	17	39050                                                       	281
LTE	CBI0233-L23	13.102222	100.961944	L23-CBI0233-3C	33	240	30	33091	520	17	39248                                                       	92
LTE	CBI0854-L23	13.413611	100.996388	L23-CBI0854-1A	11	10	30	33161	520	17	38852                                                       	50
LTE	CBI0144-L23	13.339146	100.973249	L23-CBI0144-2E	52	270	30	33162	520	17	39050                                                       	250
LTE	CBI0292-L23	12.679722	100.929166	L23-CBI0292-3A	13	340	30	33082	520	17	39248                                                       	260
LTE	CBI0715-L23	12.923333	100.898333	L23-CBI0715-2E	52	220	30	33081	520	17	39050                                                       	205
LTE	CBI0092-L23	13.07444	100.93528	L23-CBI0092-1C	31	120	30	33091	520	17	38852                                                       	327
LTE	CBI0829-L23	13.138333	100.983888	L23-CBI0829-1B	21	90	30	33091	520	17	38852                                                       	94
LTE	CBI0181-L23	12.893888	100.935555	L23-CBI0181-2B	22	50	30	33083	520	17	39050                                                       	94
LTE	CBI1178-L23	13.40631	101.041582	L23-CBI1178-1C	31	0	30	33163	520	17	38852                                                       	458
LTE	CBI1311-L23	13.02778	101.08221	L23-CBI1311-3B	23	30	30	33092	520	17	39248                                                       	370
LTE	CBI0084-L23	13.073333	101.007777	L23-CBI0084-3D	43	290	30	33091	520	17	39248                                                       	387
LTE	CBI1328-L23	13.09562	100.91559	L23-CBI1328-1A	11	40	30	33091	520	17	38852                                                       	224
LTE	CBI0620-L23	12.718888	100.903333	L23-CBI0620-1C	31	240	30	33083	520	17	38852                                                       	185
LTE	CBI0764-L23	13.073333	100.995277	L23-CBI0764-2F	62	310	30	33091	520	17	39050                                                       	288
LTE	CBI0209-L23	13.004166	101.066111	L23-CBI0209-3C	33	210	30	33092	520	17	39248                                                       	125
LTE	CBI0738-L23	12.915555	100.903888	L23-CBI0738-2F	62	270	30	33081	520	17	39050                                                       	148
LTE	CBI0843-L23	13.38698	101.30005	L23-CBI0843-2A	12	60	30	33092	520	17	39050                                                       	118
LTE	CBI0788-L23	12.900833	100.922777	L23-CBI0788-1C	31	180	30	33081	520	17	38852                                                       	150
LTE	CBI0922-L23	13.2847	100.92258	L23-CBI0922-3G	73	220	30	33162	520	17	39248                                                       	318
LTE	CBI0622-L23	13.171666	100.958611	L23-CBI0622-3B	23	120	30	33091	520	17	39248                                                       	60
LTE	CBI0568-L23	13.42105	101.003232	L23-CBI0568-1A	11	0	30	33161	520	17	38852                                                       	466
LTE	CBI0759-L23	12.960833	100.909166	L23-CBI0759-3B	23	180	30	33081	520	17	39248                                                       	171
LTE	CBI0289-L23	12.963888	100.946666	L23-CBI0289-3C	33	140	30	33083	520	17	39248                                                       	402
LTE	CBI1406-L23	12.6034	100.9609	L23-CBI1406-1D	41	320	30	33082	520	17	38852                                                       	83
LTE	CBI0158-L23	13.400555	101.008888	L23-CBI0158-2C	32	150	30	33161	520	17	39050                                                       	313
LTE	CBI0440-L23	13.437777	100.997222	L23-CBI0440-3B	23	150	30	33161	520	17	39248                                                       	358
LTE	CBI1118-L23	13.516111	101.1275	L23-CBI1118-1C	31	220	30	33033	520	17	38852                                                       	209
LTE	CBI0213-L23	12.943055	100.974166	L23-CBI0213-2D	42	305	30	33083	520	17	39050                                                       	389
LTE	CBI0360-L23	13.3350689	100.9704927	L23-CBI0360-1C	31	0	30	33162	520	17	38852                                                       	437
